Spat_code	unit	B_3_99
ES42_10kmE305N186	ha	2100
ES42_10kmE305N186	flg	
ES42_10kmE305N187	ha	990
ES42_10kmE305N187	flg	
ES42_10kmE305N188	ha	0
ES42_10kmE305N188	flg	-1
ES42_10kmE305N189	ha	1490
ES42_10kmE305N189	flg	
ES42_10kmE305N190	ha	2410
ES42_10kmE305N190	flg	
ES42_10kmE305N191	ha	980
ES42_10kmE305N191	flg	
ES42_10kmE305N192	ha	650
ES42_10kmE305N192	flg	
ES42_10kmE305N193	ha	250
ES42_10kmE305N193	flg	
ES42_10kmE305N194	ha	280
ES42_10kmE305N194	flg	
ES42_10kmE305N195	ha	540
ES42_10kmE305N195	flg	
ES42_10kmE305N196	ha	280
ES42_10kmE305N196	flg	
ES42_10kmE305N197	ha	790
ES42_10kmE305N197	flg	
ES42_10kmE305N198	ha	780
ES42_10kmE305N198	flg	
ES42_10kmE305N199	ha	1860
ES42_10kmE305N199	flg	
ES42_10kmE305N200	ha	2090
ES42_10kmE305N200	flg	
ES42_10kmE305N201	ha	870
ES42_10kmE305N201	flg	
ES42_10kmE305N202	ha	320
ES42_10kmE305N202	flg	
ES42_10kmE306N181	ha	0
ES42_10kmE306N181	flg	-1
ES42_10kmE306N182	ha	1840
ES42_10kmE306N182	flg	
ES42_10kmE306N183	ha	1460
ES42_10kmE306N183	flg	
ES42_10kmE306N184	ha	840
ES42_10kmE306N184	flg	
ES42_10kmE306N185	ha	1740
ES42_10kmE306N185	flg	
ES42_10kmE306N186	ha	1700
ES42_10kmE306N186	flg	
ES42_10kmE306N187	ha	320
ES42_10kmE306N187	flg	
ES42_10kmE306N188	ha	3050
ES42_10kmE306N188	flg	
ES42_10kmE306N189	ha	770
ES42_10kmE306N189	flg	
ES42_10kmE306N190	ha	1810
ES42_10kmE306N190	flg	
ES42_10kmE306N191	ha	1550
ES42_10kmE306N191	flg	
ES42_10kmE306N192	ha	850
ES42_10kmE306N192	flg	
ES42_10kmE306N193	ha	250
ES42_10kmE306N193	flg	
ES42_10kmE306N194	ha	280
ES42_10kmE306N194	flg	
ES42_10kmE306N195	ha	290
ES42_10kmE306N195	flg	
ES42_10kmE306N196	ha	280
ES42_10kmE306N196	flg	
ES42_10kmE306N197	ha	360
ES42_10kmE306N197	flg	
ES42_10kmE306N198	ha	550
ES42_10kmE306N198	flg	
ES42_10kmE306N199	ha	350
ES42_10kmE306N199	flg	
ES42_10kmE306N200	ha	1440
ES42_10kmE306N200	flg	
ES42_10kmE306N201	ha	860
ES42_10kmE306N201	flg	
ES42_10kmE306N202	ha	1480
ES42_10kmE306N202	flg	
ES42_10kmE307N181	ha	80
ES42_10kmE307N181	flg	
ES42_10kmE307N182	ha	2230
ES42_10kmE307N182	flg	
ES42_10kmE307N183	ha	1390
ES42_10kmE307N183	flg	
ES42_10kmE307N184	ha	1330
ES42_10kmE307N184	flg	
ES42_10kmE307N185	ha	1280
ES42_10kmE307N185	flg	
ES42_10kmE307N186	ha	3360
ES42_10kmE307N186	flg	
ES42_10kmE307N187	ha	710
ES42_10kmE307N187	flg	
ES42_10kmE307N188	ha	0
ES42_10kmE307N188	flg	-1
ES42_10kmE307N189	ha	2020
ES42_10kmE307N189	flg	
ES42_10kmE307N190	ha	1600
ES42_10kmE307N190	flg	
ES42_10kmE307N191	ha	1960
ES42_10kmE307N191	flg	
ES42_10kmE307N192	ha	590
ES42_10kmE307N192	flg	
ES42_10kmE307N193	ha	3770
ES42_10kmE307N193	flg	
ES42_10kmE307N194	ha	200
ES42_10kmE307N194	flg	
ES42_10kmE307N195	ha	330
ES42_10kmE307N195	flg	
ES42_10kmE307N196	ha	600
ES42_10kmE307N196	flg	
ES42_10kmE307N197	ha	1640
ES42_10kmE307N197	flg	
ES42_10kmE307N198	ha	1730
ES42_10kmE307N198	flg	
ES42_10kmE307N199	ha	1080
ES42_10kmE307N199	flg	
ES42_10kmE307N200	ha	3080
ES42_10kmE307N200	flg	
ES42_10kmE307N201	ha	1720
ES42_10kmE307N201	flg	
ES42_10kmE307N202	ha	430
ES42_10kmE307N202	flg	
ES42_10kmE308N181	ha	770
ES42_10kmE308N181	flg	
ES42_10kmE308N182	ha	610
ES42_10kmE308N182	flg	
ES42_10kmE308N183	ha	2380
ES42_10kmE308N183	flg	
ES42_10kmE308N184	ha	1960
ES42_10kmE308N184	flg	
ES42_10kmE308N185	ha	450
ES42_10kmE308N185	flg	
ES42_10kmE308N186	ha	1080
ES42_10kmE308N186	flg	
ES42_10kmE308N187	ha	2530
ES42_10kmE308N187	flg	
ES42_10kmE308N188	ha	1730
ES42_10kmE308N188	flg	
ES42_10kmE308N189	ha	0
ES42_10kmE308N189	flg	-1
ES42_10kmE308N190	ha	1400
ES42_10kmE308N190	flg	
ES42_10kmE308N191	ha	570
ES42_10kmE308N191	flg	
ES42_10kmE308N192	ha	420
ES42_10kmE308N192	flg	
ES42_10kmE308N193	ha	220
ES42_10kmE308N193	flg	
ES42_10kmE308N194	ha	1570
ES42_10kmE308N194	flg	
ES42_10kmE308N195	ha	2300
ES42_10kmE308N195	flg	
ES42_10kmE308N196	ha	1220
ES42_10kmE308N196	flg	
ES42_10kmE308N197	ha	640
ES42_10kmE308N197	flg	
ES42_10kmE308N198	ha	410
ES42_10kmE308N198	flg	
ES42_10kmE308N199	ha	160
ES42_10kmE308N199	flg	
ES42_10kmE308N200	ha	390
ES42_10kmE308N200	flg	
ES42_10kmE308N201	ha	1290
ES42_10kmE308N201	flg	
ES42_10kmE309N181	ha	0
ES42_10kmE309N181	flg	-1
ES42_10kmE309N182	ha	390
ES42_10kmE309N182	flg	
ES42_10kmE309N183	ha	1070
ES42_10kmE309N183	flg	
ES42_10kmE309N184	ha	2440
ES42_10kmE309N184	flg	
ES42_10kmE309N185	ha	2370
ES42_10kmE309N185	flg	
ES42_10kmE309N186	ha	1490
ES42_10kmE309N186	flg	
ES42_10kmE309N187	ha	570
ES42_10kmE309N187	flg	
ES42_10kmE309N188	ha	3740
ES42_10kmE309N188	flg	
ES42_10kmE309N189	ha	300
ES42_10kmE309N189	flg	
ES42_10kmE309N190	ha	280
ES42_10kmE309N190	flg	
ES42_10kmE309N191	ha	1380
ES42_10kmE309N191	flg	
ES42_10kmE309N192	ha	660
ES42_10kmE309N192	flg	
ES42_10kmE309N193	ha	1560
ES42_10kmE309N193	flg	
ES42_10kmE309N194	ha	940
ES42_10kmE309N194	flg	
ES42_10kmE309N195	ha	2130
ES42_10kmE309N195	flg	
ES42_10kmE309N196	ha	1120
ES42_10kmE309N196	flg	
ES42_10kmE309N197	ha	1300
ES42_10kmE309N197	flg	
ES42_10kmE309N198	ha	270
ES42_10kmE309N198	flg	
ES42_10kmE309N199	ha	100
ES42_10kmE309N199	flg	
ES42_10kmE309N200	ha	450
ES42_10kmE309N200	flg	
ES42_10kmE309N201	ha	760
ES42_10kmE309N201	flg	
ES42_10kmE309N202	ha	1490
ES42_10kmE309N202	flg	
ES42_10kmE310N181	ha	960
ES42_10kmE310N181	flg	
ES42_10kmE310N182	ha	4260
ES42_10kmE310N182	flg	
ES42_10kmE310N183	ha	920
ES42_10kmE310N183	flg	
ES42_10kmE310N184	ha	1160
ES42_10kmE310N184	flg	
ES42_10kmE310N185	ha	720
ES42_10kmE310N185	flg	
ES42_10kmE310N186	ha	1180
ES42_10kmE310N186	flg	
ES42_10kmE310N187	ha	1090
ES42_10kmE310N187	flg	
ES42_10kmE310N188	ha	1660
ES42_10kmE310N188	flg	
ES42_10kmE310N189	ha	1840
ES42_10kmE310N189	flg	
ES42_10kmE310N190	ha	3500
ES42_10kmE310N190	flg	
ES42_10kmE310N191	ha	770
ES42_10kmE310N191	flg	
ES42_10kmE310N192	ha	580
ES42_10kmE310N192	flg	
ES42_10kmE310N193	ha	2450
ES42_10kmE310N193	flg	
ES42_10kmE310N194	ha	4400
ES42_10kmE310N194	flg	
ES42_10kmE310N195	ha	1000
ES42_10kmE310N195	flg	
ES42_10kmE310N196	ha	690
ES42_10kmE310N196	flg	
ES42_10kmE310N197	ha	400
ES42_10kmE310N197	flg	
ES42_10kmE310N198	ha	820
ES42_10kmE310N198	flg	
ES42_10kmE310N199	ha	260
ES42_10kmE310N199	flg	
ES42_10kmE310N200	ha	570
ES42_10kmE310N200	flg	
ES42_10kmE310N201	ha	1440
ES42_10kmE310N201	flg	
ES42_10kmE311N181	ha	1820
ES42_10kmE311N181	flg	
ES42_10kmE311N182	ha	740
ES42_10kmE311N182	flg	
ES42_10kmE311N183	ha	820
ES42_10kmE311N183	flg	
ES42_10kmE311N184	ha	2540
ES42_10kmE311N184	flg	
ES42_10kmE311N185	ha	2380
ES42_10kmE311N185	flg	
ES42_10kmE311N186	ha	670
ES42_10kmE311N186	flg	
ES42_10kmE311N187	ha	180
ES42_10kmE311N187	flg	
ES42_10kmE311N188	ha	510
ES42_10kmE311N188	flg	
ES42_10kmE311N189	ha	480
ES42_10kmE311N189	flg	
ES42_10kmE311N190	ha	1430
ES42_10kmE311N190	flg	
ES42_10kmE311N191	ha	3680
ES42_10kmE311N191	flg	
ES42_10kmE311N192	ha	310
ES42_10kmE311N192	flg	
ES42_10kmE311N193	ha	460
ES42_10kmE311N193	flg	
ES42_10kmE311N194	ha	130
ES42_10kmE311N194	flg	
ES42_10kmE311N195	ha	190
ES42_10kmE311N195	flg	
ES42_10kmE311N196	ha	410
ES42_10kmE311N196	flg	
ES42_10kmE311N197	ha	980
ES42_10kmE311N197	flg	
ES42_10kmE311N198	ha	430
ES42_10kmE311N198	flg	
ES42_10kmE311N199	ha	130
ES42_10kmE311N199	flg	
ES42_10kmE311N200	ha	330
ES42_10kmE311N200	flg	
ES42_10kmE311N201	ha	880
ES42_10kmE311N201	flg	
ES42_10kmE311N202	ha	500
ES42_10kmE311N202	flg	
ES42_10kmE312N181	ha	440
ES42_10kmE312N181	flg	
ES42_10kmE312N182	ha	420
ES42_10kmE312N182	flg	
ES42_10kmE312N183	ha	970
ES42_10kmE312N183	flg	
ES42_10kmE312N184	ha	1290
ES42_10kmE312N184	flg	
ES42_10kmE312N185	ha	830
ES42_10kmE312N185	flg	
ES42_10kmE312N186	ha	980
ES42_10kmE312N186	flg	
ES42_10kmE312N187	ha	720
ES42_10kmE312N187	flg	
ES42_10kmE312N188	ha	1310
ES42_10kmE312N188	flg	
ES42_10kmE312N189	ha	10580
ES42_10kmE312N189	flg	
ES42_10kmE312N190	ha	520
ES42_10kmE312N190	flg	
ES42_10kmE312N191	ha	350
ES42_10kmE312N191	flg	
ES42_10kmE312N192	ha	440
ES42_10kmE312N192	flg	
ES42_10kmE312N193	ha	1180
ES42_10kmE312N193	flg	
ES42_10kmE312N194	ha	580
ES42_10kmE312N194	flg	
ES42_10kmE312N195	ha	1170
ES42_10kmE312N195	flg	
ES42_10kmE312N196	ha	0
ES42_10kmE312N196	flg	-1
ES42_10kmE312N197	ha	1040
ES42_10kmE312N197	flg	
ES42_10kmE312N198	ha	10
ES42_10kmE312N198	flg	
ES42_10kmE312N199	ha	230
ES42_10kmE312N199	flg	
ES42_10kmE312N200	ha	170
ES42_10kmE312N200	flg	
ES42_10kmE312N201	ha	500
ES42_10kmE312N201	flg	
ES42_10kmE313N180	ha	1290
ES42_10kmE313N180	flg	
ES42_10kmE313N181	ha	0
ES42_10kmE313N181	flg	-1
ES42_10kmE313N182	ha	20
ES42_10kmE313N182	flg	
ES42_10kmE313N183	ha	1000
ES42_10kmE313N183	flg	
ES42_10kmE313N184	ha	940
ES42_10kmE313N184	flg	
ES42_10kmE313N185	ha	750
ES42_10kmE313N185	flg	
ES42_10kmE313N186	ha	560
ES42_10kmE313N186	flg	
ES42_10kmE313N187	ha	2020
ES42_10kmE313N187	flg	
ES42_10kmE313N188	ha	110
ES42_10kmE313N188	flg	
ES42_10kmE313N189	ha	2750
ES42_10kmE313N189	flg	
ES42_10kmE313N190	ha	610
ES42_10kmE313N190	flg	
ES42_10kmE313N191	ha	1380
ES42_10kmE313N191	flg	
ES42_10kmE313N192	ha	1050
ES42_10kmE313N192	flg	
ES42_10kmE313N193	ha	410
ES42_10kmE313N193	flg	
ES42_10kmE313N194	ha	1080
ES42_10kmE313N194	flg	
ES42_10kmE313N195	ha	780
ES42_10kmE313N195	flg	
ES42_10kmE313N196	ha	220
ES42_10kmE313N196	flg	
ES42_10kmE313N197	ha	770
ES42_10kmE313N197	flg	
ES42_10kmE313N198	ha	350
ES42_10kmE313N198	flg	
ES42_10kmE313N199	ha	190
ES42_10kmE313N199	flg	
ES42_10kmE313N200	ha	150
ES42_10kmE313N200	flg	
ES42_10kmE313N201	ha	0
ES42_10kmE313N201	flg	-1
ES42_10kmE314N180	ha	0
ES42_10kmE314N180	flg	-1
ES42_10kmE314N181	ha	320
ES42_10kmE314N181	flg	
ES42_10kmE314N182	ha	610
ES42_10kmE314N182	flg	
ES42_10kmE314N183	ha	400
ES42_10kmE314N183	flg	
ES42_10kmE314N184	ha	430
ES42_10kmE314N184	flg	
ES42_10kmE314N185	ha	590
ES42_10kmE314N185	flg	
ES42_10kmE314N186	ha	370
ES42_10kmE314N186	flg	
ES42_10kmE314N187	ha	340
ES42_10kmE314N187	flg	
ES42_10kmE314N188	ha	310
ES42_10kmE314N188	flg	
ES42_10kmE314N189	ha	420
ES42_10kmE314N189	flg	
ES42_10kmE314N190	ha	550
ES42_10kmE314N190	flg	
ES42_10kmE314N191	ha	510
ES42_10kmE314N191	flg	
ES42_10kmE314N192	ha	1570
ES42_10kmE314N192	flg	
ES42_10kmE314N193	ha	600
ES42_10kmE314N193	flg	
ES42_10kmE314N194	ha	2220
ES42_10kmE314N194	flg	
ES42_10kmE314N195	ha	200
ES42_10kmE314N195	flg	
ES42_10kmE314N196	ha	1390
ES42_10kmE314N196	flg	
ES42_10kmE314N197	ha	50
ES42_10kmE314N197	flg	
ES42_10kmE314N198	ha	440
ES42_10kmE314N198	flg	
ES42_10kmE314N199	ha	250
ES42_10kmE314N199	flg	
ES42_10kmE314N200	ha	110
ES42_10kmE314N200	flg	
ES42_10kmE315N181	ha	90
ES42_10kmE315N181	flg	
ES42_10kmE315N182	ha	300
ES42_10kmE315N182	flg	
ES42_10kmE315N183	ha	440
ES42_10kmE315N183	flg	
ES42_10kmE315N184	ha	0
ES42_10kmE315N184	flg	-1
ES42_10kmE315N185	ha	100
ES42_10kmE315N185	flg	
ES42_10kmE315N186	ha	1780
ES42_10kmE315N186	flg	
ES42_10kmE315N187	ha	700
ES42_10kmE315N187	flg	
ES42_10kmE315N188	ha	0
ES42_10kmE315N188	flg	-1
ES42_10kmE315N189	ha	0
ES42_10kmE315N189	flg	-1
ES42_10kmE315N190	ha	160
ES42_10kmE315N190	flg	
ES42_10kmE315N191	ha	100
ES42_10kmE315N191	flg	
ES42_10kmE315N192	ha	120
ES42_10kmE315N192	flg	
ES42_10kmE315N193	ha	200
ES42_10kmE315N193	flg	
ES42_10kmE315N194	ha	330
ES42_10kmE315N194	flg	
ES42_10kmE315N195	ha	360
ES42_10kmE315N195	flg	
ES42_10kmE315N196	ha	300
ES42_10kmE315N196	flg	
ES42_10kmE315N197	ha	100
ES42_10kmE315N197	flg	
ES42_10kmE315N199	ha	250
ES42_10kmE315N199	flg	
ES42_10kmE316N181	ha	1210
ES42_10kmE316N181	flg	
ES42_10kmE316N182	ha	260
ES42_10kmE316N182	flg	
ES42_10kmE316N183	ha	780
ES42_10kmE316N183	flg	
ES42_10kmE316N184	ha	360
ES42_10kmE316N184	flg	
ES42_10kmE316N185	ha	230
ES42_10kmE316N185	flg	
ES42_10kmE316N186	ha	120
ES42_10kmE316N186	flg	
ES42_10kmE316N187	ha	90
ES42_10kmE316N187	flg	
ES42_10kmE316N188	ha	500
ES42_10kmE316N188	flg	
ES42_10kmE316N189	ha	1230
ES42_10kmE316N189	flg	
ES42_10kmE316N190	ha	810
ES42_10kmE316N190	flg	
ES42_10kmE316N191	ha	280
ES42_10kmE316N191	flg	
ES42_10kmE316N192	ha	30
ES42_10kmE316N192	flg	
ES42_10kmE316N193	ha	990
ES42_10kmE316N193	flg	
ES42_10kmE316N194	ha	840
ES42_10kmE316N194	flg	
ES42_10kmE316N195	ha	230
ES42_10kmE316N195	flg	
ES42_10kmE316N196	ha	340
ES42_10kmE316N196	flg	
ES42_10kmE316N197	ha	10
ES42_10kmE316N197	flg	
ES42_10kmE316N198	ha	30
ES42_10kmE316N198	flg	
ES42_10kmE317N180	ha	0
ES42_10kmE317N180	flg	-1
ES42_10kmE317N181	ha	0
ES42_10kmE317N181	flg	-1
ES42_10kmE317N182	ha	0
ES42_10kmE317N182	flg	-1
ES42_10kmE317N183	ha	1160
ES42_10kmE317N183	flg	
ES42_10kmE317N184	ha	30
ES42_10kmE317N184	flg	
ES42_10kmE317N185	ha	290
ES42_10kmE317N185	flg	
ES42_10kmE317N186	ha	150
ES42_10kmE317N186	flg	
ES42_10kmE317N187	ha	1290
ES42_10kmE317N187	flg	
ES42_10kmE317N188	ha	570
ES42_10kmE317N188	flg	
ES42_10kmE317N189	ha	20
ES42_10kmE317N189	flg	
ES42_10kmE317N190	ha	680
ES42_10kmE317N190	flg	
ES42_10kmE317N191	ha	0
ES42_10kmE317N191	flg	-1
ES42_10kmE317N192	ha	90
ES42_10kmE317N192	flg	
ES42_10kmE317N193	ha	480
ES42_10kmE317N193	flg	
ES42_10kmE317N194	ha	70
ES42_10kmE317N194	flg	
ES42_10kmE317N195	ha	350
ES42_10kmE317N195	flg	
ES42_10kmE317N196	ha	220
ES42_10kmE317N196	flg	
ES42_10kmE317N197	ha	170
ES42_10kmE317N197	flg	
ES42_10kmE317N198	ha	130
ES42_10kmE317N198	flg	
ES42_10kmE318N180	ha	530
ES42_10kmE318N180	flg	
ES42_10kmE318N181	ha	1700
ES42_10kmE318N181	flg	
ES42_10kmE318N182	ha	360
ES42_10kmE318N182	flg	
ES42_10kmE318N183	ha	200
ES42_10kmE318N183	flg	
ES42_10kmE318N184	ha	2240
ES42_10kmE318N184	flg	
ES42_10kmE318N185	ha	400
ES42_10kmE318N185	flg	
ES42_10kmE318N186	ha	70
ES42_10kmE318N186	flg	
ES42_10kmE318N187	ha	590
ES42_10kmE318N187	flg	
ES42_10kmE318N188	ha	1270
ES42_10kmE318N188	flg	
ES42_10kmE318N189	ha	70
ES42_10kmE318N189	flg	
ES42_10kmE318N190	ha	210
ES42_10kmE318N190	flg	
ES42_10kmE318N191	ha	100
ES42_10kmE318N191	flg	
ES42_10kmE318N192	ha	470
ES42_10kmE318N192	flg	
ES42_10kmE318N193	ha	90
ES42_10kmE318N193	flg	
ES42_10kmE318N194	ha	450
ES42_10kmE318N194	flg	
ES42_10kmE318N195	ha	70
ES42_10kmE318N195	flg	
ES42_10kmE318N196	ha	110
ES42_10kmE318N196	flg	
ES42_10kmE318N197	ha	170
ES42_10kmE318N197	flg	
ES42_10kmE318N198	ha	510
ES42_10kmE318N198	flg	
ES42_10kmE318N205	ha	230
ES42_10kmE318N205	flg	
ES42_10kmE318N207	ha	730
ES42_10kmE318N207	flg	
ES42_10kmE318N210	ha	0
ES42_10kmE318N210	flg	-1
ES42_10kmE319N180	ha	410
ES42_10kmE319N180	flg	
ES42_10kmE319N181	ha	2270
ES42_10kmE319N181	flg	
ES42_10kmE319N182	ha	670
ES42_10kmE319N182	flg	
ES42_10kmE319N183	ha	750
ES42_10kmE319N183	flg	
ES42_10kmE319N184	ha	310
ES42_10kmE319N184	flg	
ES42_10kmE319N185	ha	0
ES42_10kmE319N185	flg	-1
ES42_10kmE319N186	ha	600
ES42_10kmE319N186	flg	
ES42_10kmE319N187	ha	260
ES42_10kmE319N187	flg	
ES42_10kmE319N188	ha	750
ES42_10kmE319N188	flg	
ES42_10kmE319N189	ha	110
ES42_10kmE319N189	flg	
ES42_10kmE319N190	ha	20
ES42_10kmE319N190	flg	
ES42_10kmE319N191	ha	150
ES42_10kmE319N191	flg	
ES42_10kmE319N192	ha	0
ES42_10kmE319N192	flg	-1
ES42_10kmE319N193	ha	20
ES42_10kmE319N193	flg	
ES42_10kmE319N194	ha	10
ES42_10kmE319N194	flg	
ES42_10kmE319N195	ha	0
ES42_10kmE319N195	flg	-1
ES42_10kmE319N196	ha	90
ES42_10kmE319N196	flg	
ES42_10kmE319N197	ha	450
ES42_10kmE319N197	flg	
ES42_10kmE319N198	ha	1150
ES42_10kmE319N198	flg	
ES42_10kmE319N203	ha	50
ES42_10kmE319N203	flg	
ES42_10kmE319N204	ha	90
ES42_10kmE319N204	flg	
ES42_10kmE319N205	ha	650
ES42_10kmE319N205	flg	
ES42_10kmE319N206	ha	530
ES42_10kmE319N206	flg	
ES42_10kmE319N207	ha	120
ES42_10kmE319N207	flg	
ES42_10kmE319N208	ha	240
ES42_10kmE319N208	flg	
ES42_10kmE319N209	ha	650
ES42_10kmE319N209	flg	
ES42_10kmE319N210	ha	930
ES42_10kmE319N210	flg	
ES42_10kmE320N180	ha	0
ES42_10kmE320N180	flg	-1
ES42_10kmE320N181	ha	1050
ES42_10kmE320N181	flg	
ES42_10kmE320N182	ha	660
ES42_10kmE320N182	flg	
ES42_10kmE320N183	ha	1010
ES42_10kmE320N183	flg	
ES42_10kmE320N184	ha	800
ES42_10kmE320N184	flg	
ES42_10kmE320N185	ha	2140
ES42_10kmE320N185	flg	
ES42_10kmE320N186	ha	980
ES42_10kmE320N186	flg	
ES42_10kmE320N187	ha	1330
ES42_10kmE320N187	flg	
ES42_10kmE320N188	ha	0
ES42_10kmE320N188	flg	-1
ES42_10kmE320N189	ha	10
ES42_10kmE320N189	flg	
ES42_10kmE320N190	ha	1260
ES42_10kmE320N190	flg	
ES42_10kmE320N191	ha	230
ES42_10kmE320N191	flg	
ES42_10kmE320N192	ha	130
ES42_10kmE320N192	flg	
ES42_10kmE320N193	ha	30
ES42_10kmE320N193	flg	
ES42_10kmE320N194	ha	570
ES42_10kmE320N194	flg	
ES42_10kmE320N195	ha	240
ES42_10kmE320N195	flg	
ES42_10kmE320N196	ha	80
ES42_10kmE320N196	flg	
ES42_10kmE320N197	ha	1360
ES42_10kmE320N197	flg	
ES42_10kmE320N198	ha	10
ES42_10kmE320N198	flg	
ES42_10kmE320N199	ha	1310
ES42_10kmE320N199	flg	
ES42_10kmE320N200	ha	10
ES42_10kmE320N200	flg	
ES42_10kmE320N201	ha	460
ES42_10kmE320N201	flg	
ES42_10kmE320N202	ha	350
ES42_10kmE320N202	flg	
ES42_10kmE320N203	ha	780
ES42_10kmE320N203	flg	
ES42_10kmE320N204	ha	380
ES42_10kmE320N204	flg	
ES42_10kmE320N205	ha	340
ES42_10kmE320N205	flg	
ES42_10kmE320N206	ha	240
ES42_10kmE320N206	flg	
ES42_10kmE320N207	ha	290
ES42_10kmE320N207	flg	
ES42_10kmE320N208	ha	50
ES42_10kmE320N208	flg	
ES42_10kmE320N210	ha	190
ES42_10kmE320N210	flg	
ES42_10kmE320N211	ha	0
ES42_10kmE320N211	flg	-1
ES42_10kmE321N180	ha	70
ES42_10kmE321N180	flg	
ES42_10kmE321N181	ha	550
ES42_10kmE321N181	flg	
ES42_10kmE321N182	ha	790
ES42_10kmE321N182	flg	
ES42_10kmE321N183	ha	930
ES42_10kmE321N183	flg	
ES42_10kmE321N184	ha	1230
ES42_10kmE321N184	flg	
ES42_10kmE321N185	ha	840
ES42_10kmE321N185	flg	
ES42_10kmE321N186	ha	740
ES42_10kmE321N186	flg	
ES42_10kmE321N187	ha	670
ES42_10kmE321N187	flg	
ES42_10kmE321N188	ha	50
ES42_10kmE321N188	flg	
ES42_10kmE321N189	ha	0
ES42_10kmE321N189	flg	-1
ES42_10kmE321N190	ha	180
ES42_10kmE321N190	flg	
ES42_10kmE321N191	ha	110
ES42_10kmE321N191	flg	
ES42_10kmE321N192	ha	810
ES42_10kmE321N192	flg	
ES42_10kmE321N193	ha	30
ES42_10kmE321N193	flg	
ES42_10kmE321N194	ha	240
ES42_10kmE321N194	flg	
ES42_10kmE321N195	ha	1480
ES42_10kmE321N195	flg	
ES42_10kmE321N196	ha	100
ES42_10kmE321N196	flg	
ES42_10kmE321N197	ha	1070
ES42_10kmE321N197	flg	
ES42_10kmE321N198	ha	1100
ES42_10kmE321N198	flg	
ES42_10kmE321N199	ha	640
ES42_10kmE321N199	flg	
ES42_10kmE321N200	ha	400
ES42_10kmE321N200	flg	
ES42_10kmE321N201	ha	190
ES42_10kmE321N201	flg	
ES42_10kmE321N202	ha	250
ES42_10kmE321N202	flg	
ES42_10kmE321N203	ha	470
ES42_10kmE321N203	flg	
ES42_10kmE321N204	ha	280
ES42_10kmE321N204	flg	
ES42_10kmE321N205	ha	360
ES42_10kmE321N205	flg	
ES42_10kmE321N206	ha	240
ES42_10kmE321N206	flg	
ES42_10kmE321N207	ha	350
ES42_10kmE321N207	flg	
ES42_10kmE321N208	ha	0
ES42_10kmE321N208	flg	-1
ES42_10kmE321N209	ha	0
ES42_10kmE321N209	flg	-1
ES42_10kmE321N210	ha	440
ES42_10kmE321N210	flg	
ES42_10kmE321N211	ha	0
ES42_10kmE321N211	flg	-1
ES42_10kmE322N175	ha	1470
ES42_10kmE322N175	flg	
ES42_10kmE322N176	ha	1560
ES42_10kmE322N176	flg	
ES42_10kmE322N179	ha	310
ES42_10kmE322N179	flg	
ES42_10kmE322N180	ha	710
ES42_10kmE322N180	flg	
ES42_10kmE322N181	ha	990
ES42_10kmE322N181	flg	
ES42_10kmE322N182	ha	1860
ES42_10kmE322N182	flg	
ES42_10kmE322N183	ha	490
ES42_10kmE322N183	flg	
ES42_10kmE322N184	ha	240
ES42_10kmE322N184	flg	
ES42_10kmE322N185	ha	520
ES42_10kmE322N185	flg	
ES42_10kmE322N186	ha	250
ES42_10kmE322N186	flg	
ES42_10kmE322N187	ha	0
ES42_10kmE322N187	flg	-1
ES42_10kmE322N188	ha	0
ES42_10kmE322N188	flg	-1
ES42_10kmE322N189	ha	170
ES42_10kmE322N189	flg	
ES42_10kmE322N190	ha	440
ES42_10kmE322N190	flg	
ES42_10kmE322N191	ha	270
ES42_10kmE322N191	flg	
ES42_10kmE322N192	ha	580
ES42_10kmE322N192	flg	
ES42_10kmE322N193	ha	480
ES42_10kmE322N193	flg	
ES42_10kmE322N194	ha	230
ES42_10kmE322N194	flg	
ES42_10kmE322N195	ha	170
ES42_10kmE322N195	flg	
ES42_10kmE322N196	ha	920
ES42_10kmE322N196	flg	
ES42_10kmE322N197	ha	170
ES42_10kmE322N197	flg	
ES42_10kmE322N198	ha	1750
ES42_10kmE322N198	flg	
ES42_10kmE322N199	ha	0
ES42_10kmE322N199	flg	-1
ES42_10kmE322N200	ha	290
ES42_10kmE322N200	flg	
ES42_10kmE322N201	ha	430
ES42_10kmE322N201	flg	
ES42_10kmE322N202	ha	700
ES42_10kmE322N202	flg	
ES42_10kmE322N203	ha	350
ES42_10kmE322N203	flg	
ES42_10kmE322N204	ha	560
ES42_10kmE322N204	flg	
ES42_10kmE322N205	ha	590
ES42_10kmE322N205	flg	
ES42_10kmE322N206	ha	920
ES42_10kmE322N206	flg	
ES42_10kmE322N207	ha	610
ES42_10kmE322N207	flg	
ES42_10kmE322N208	ha	160
ES42_10kmE322N208	flg	
ES42_10kmE322N209	ha	290
ES42_10kmE322N209	flg	
ES42_10kmE322N210	ha	500
ES42_10kmE322N210	flg	
ES42_10kmE322N211	ha	0
ES42_10kmE322N211	flg	-1
ES42_10kmE323N175	ha	1740
ES42_10kmE323N175	flg	
ES42_10kmE323N176	ha	480
ES42_10kmE323N176	flg	
ES42_10kmE323N177	ha	950
ES42_10kmE323N177	flg	
ES42_10kmE323N178	ha	300
ES42_10kmE323N178	flg	
ES42_10kmE323N179	ha	330
ES42_10kmE323N179	flg	
ES42_10kmE323N180	ha	350
