Spat_code	unit	B_3_99
UKC1_20kmE354N358	ha	15700
UKC1_20kmE354N358	flg	
UKC1_20kmE356N354	ha	6400
UKC1_20kmE356N354	flg	
UKC1_20kmE356N356	ha	18720
UKC1_20kmE356N356	flg	
UKC1_20kmE356N358	ha	9030
UKC1_20kmE356N358	flg	
UKC1_20kmE358N354	ha	4930
UKC1_20kmE358N354	flg	
UKC1_20kmE358N356	ha	8080
UKC1_20kmE358N356	flg	
UKC1_20kmE358N358	ha	1730
UKC1_20kmE358N358	flg	
UKC1_20kmE360N354	ha	4600
UKC1_20kmE360N354	flg	
UKC1_20kmE360N356	ha	0
UKC1_20kmE360N356	flg	
UKC1_20kmE362N354	ha	470
UKC1_20kmE362N354	flg	
UKC2_20kmE350N360	ha	0
UKC2_20kmE350N360	flg	-1
UKC2_20kmE352N358	ha	11030
UKC2_20kmE352N358	flg	
UKC2_20kmE352N360	ha	29080
UKC2_20kmE352N360	flg	
UKC2_20kmE352N362	ha	11740
UKC2_20kmE352N362	flg	
UKC2_20kmE352N364	ha	5500
UKC2_20kmE352N364	flg	
UKC2_20kmE354N358	ha	9140
UKC2_20kmE354N358	flg	
UKC2_20kmE354N360	ha	28610
UKC2_20kmE354N360	flg	
UKC2_20kmE354N362	ha	26230
UKC2_20kmE354N362	flg	
UKC2_20kmE354N364	ha	22350
UKC2_20kmE354N364	flg	
UKC2_20kmE354N366	ha	7280
UKC2_20kmE354N366	flg	
UKC2_20kmE354N368	ha	880
UKC2_20kmE354N368	flg	
UKC2_20kmE356N358	ha	6090
UKC2_20kmE356N358	flg	
UKC2_20kmE356N360	ha	12820
UKC2_20kmE356N360	flg	
UKC2_20kmE356N362	ha	22820
UKC2_20kmE356N362	flg	
UKC2_20kmE356N364	ha	25080
UKC2_20kmE356N364	flg	
UKC2_20kmE356N366	ha	27300
UKC2_20kmE356N366	flg	
UKC2_20kmE356N368	ha	6990
UKC2_20kmE356N368	flg	
UKC2_20kmE358N358	ha	1380
UKC2_20kmE358N358	flg	
UKC2_20kmE358N360	ha	1940
UKC2_20kmE358N360	flg	
UKC2_20kmE358N362	ha	5310
UKC2_20kmE358N362	flg	
UKC2_20kmE358N364	ha	11120
UKC2_20kmE358N364	flg	
UKC2_20kmE358N366	ha	2240
UKC2_20kmE358N366	flg	
UKD1_20kmE344N352	ha	400
UKD1_20kmE344N352	flg	
UKD1_20kmE344N354	ha	11000
UKD1_20kmE344N354	flg	
UKD1_20kmE344N356	ha	21460
UKD1_20kmE344N356	flg	
UKD1_20kmE344N358	ha	2780
UKD1_20kmE344N358	flg	
UKD1_20kmE346N352	ha	20300
UKD1_20kmE346N352	flg	
UKD1_20kmE346N354	ha	15990
UKD1_20kmE346N354	flg	
UKD1_20kmE346N356	ha	12530
UKD1_20kmE346N356	flg	
UKD1_20kmE346N358	ha	28720
UKD1_20kmE346N358	flg	
UKD1_20kmE346N360	ha	11790
UKD1_20kmE346N360	flg	
UKD1_20kmE348N352	ha	14710
UKD1_20kmE348N352	flg	
UKD1_20kmE348N354	ha	26260
UKD1_20kmE348N354	flg	
UKD1_20kmE348N356	ha	16170
UKD1_20kmE348N356	flg	
UKD1_20kmE348N358	ha	26140
UKD1_20kmE348N358	flg	
UKD1_20kmE348N360	ha	26440
UKD1_20kmE348N360	flg	
UKD1_20kmE348N362	ha	0
UKD1_20kmE348N362	flg	-1
UKD1_20kmE350N352	ha	18330
UKD1_20kmE350N352	flg	
UKD1_20kmE350N354	ha	33550
UKD1_20kmE350N354	flg	
UKD1_20kmE350N356	ha	26360
UKD1_20kmE350N356	flg	
UKD1_20kmE350N358	ha	24960
UKD1_20kmE350N358	flg	
UKD1_20kmE350N360	ha	23280
UKD1_20kmE350N360	flg	
UKD1_20kmE350N362	ha	11900
UKD1_20kmE350N362	flg	
UKD1_20kmE352N352	ha	1180
UKD1_20kmE352N352	flg	
UKD1_20kmE352N354	ha	14810
UKD1_20kmE352N354	flg	
UKD1_20kmE352N356	ha	4560
UKD1_20kmE352N356	flg	
UKD1_20kmE352N358	ha	13470
UKD1_20kmE352N358	flg	
UKD1_20kmE352N360	ha	2010
UKD1_20kmE352N360	flg	
UKD3_20kmE348N342	ha	0
UKD3_20kmE348N342	flg	-1
UKD3_20kmE348N344	ha	5200
UKD3_20kmE348N344	flg	
UKD3_20kmE350N342	ha	2220
UKD3_20kmE350N342	flg	
UKD3_20kmE350N344	ha	6230
UKD3_20kmE350N344	flg	
UKD3_20kmE350N346	ha	1350
UKD3_20kmE350N346	flg	
UKD3_20kmE352N342	ha	2940
UKD3_20kmE352N342	flg	
UKD3_20kmE352N344	ha	12780
UKD3_20kmE352N344	flg	
UKD3_20kmE352N346	ha	1400
UKD3_20kmE352N346	flg	
UKD4_20kmE346N344	ha	720
UKD4_20kmE346N344	flg	
UKD4_20kmE346N346	ha	6290
UKD4_20kmE346N346	flg	
UKD4_20kmE346N348	ha	10340
UKD4_20kmE346N348	flg	
UKD4_20kmE346N350	ha	340
UKD4_20kmE346N350	flg	
UKD4_20kmE348N344	ha	1460
UKD4_20kmE348N344	flg	
UKD4_20kmE348N346	ha	18350
UKD4_20kmE348N346	flg	
UKD4_20kmE348N348	ha	28790
UKD4_20kmE348N348	flg	
UKD4_20kmE348N350	ha	18390
UKD4_20kmE348N350	flg	
UKD4_20kmE348N352	ha	5100
UKD4_20kmE348N352	flg	
UKD4_20kmE350N346	ha	16520
UKD4_20kmE350N346	flg	
UKD4_20kmE350N348	ha	27030
UKD4_20kmE350N348	flg	
UKD4_20kmE350N350	ha	21690
UKD4_20kmE350N350	flg	
UKD4_20kmE350N352	ha	5300
UKD4_20kmE350N352	flg	
UKD4_20kmE352N346	ha	3470
UKD4_20kmE352N346	flg	
UKD4_20kmE352N348	ha	12970
UKD4_20kmE352N348	flg	
UKD6_20kmE344N340	ha	0
UKD6_20kmE344N340	flg	-1
UKD6_20kmE344N342	ha	3770
UKD6_20kmE344N342	flg	
UKD6_20kmE346N338	ha	6720
UKD6_20kmE346N338	flg	
UKD6_20kmE346N340	ha	22130
UKD6_20kmE346N340	flg	
UKD6_20kmE346N342	ha	8260
UKD6_20kmE346N342	flg	
UKD6_20kmE348N338	ha	9260
UKD6_20kmE348N338	flg	
UKD6_20kmE348N340	ha	25230
UKD6_20kmE348N340	flg	
UKD6_20kmE348N342	ha	13140
UKD6_20kmE348N342	flg	
UKD6_20kmE348N344	ha	920
UKD6_20kmE348N344	flg	
UKD6_20kmE350N340	ha	22220
UKD6_20kmE350N340	flg	
UKD6_20kmE350N342	ha	5440
UKD6_20kmE350N342	flg	
UKD6_20kmE352N340	ha	2800
UKD6_20kmE352N340	flg	
UKD6_20kmE352N342	ha	3300
UKD6_20kmE352N342	flg	
UKD7_20kmE344N342	ha	1440
UKD7_20kmE344N342	flg	
UKD7_20kmE344N344	ha	1040
UKD7_20kmE344N344	flg	
UKD7_20kmE344N346	ha	0
UKD7_20kmE344N346	flg	-1
UKD7_20kmE346N342	ha	1010
UKD7_20kmE346N342	flg	
UKD7_20kmE346N344	ha	1950
UKD7_20kmE346N344	flg	
UKD7_20kmE346N346	ha	280
UKD7_20kmE346N346	flg	
UKD7_20kmE348N342	ha	780
UKD7_20kmE348N342	flg	
UKD7_20kmE348N344	ha	540
UKD7_20kmE348N344	flg	
UKE1_20kmE358N342	ha	410
UKE1_20kmE358N342	flg	
UKE1_20kmE358N344	ha	280
UKE1_20kmE358N344	flg	
UKE1_20kmE360N342	ha	1810
UKE1_20kmE360N342	flg	
UKE1_20kmE360N344	ha	3420
UKE1_20kmE360N344	flg	
UKE1_20kmE360N346	ha	7520
UKE1_20kmE360N346	flg	
UKE1_20kmE360N348	ha	2880
UKE1_20kmE360N348	flg	
UKE1_20kmE362N342	ha	2000
UKE1_20kmE362N342	flg	
UKE1_20kmE362N344	ha	2350
UKE1_20kmE362N344	flg	
UKE1_20kmE362N346	ha	5480
UKE1_20kmE362N346	flg	
UKE1_20kmE362N348	ha	2450
UKE1_20kmE362N348	flg	
UKE1_20kmE364N340	ha	0
UKE1_20kmE364N340	flg	-1
UKE1_20kmE364N342	ha	840
UKE1_20kmE364N342	flg	
UKE1_20kmE364N344	ha	2330
UKE1_20kmE364N344	flg	
UKE1_20kmE364N346	ha	3420
UKE1_20kmE364N346	flg	
UKE1_20kmE364N348	ha	4730
UKE1_20kmE364N348	flg	
UKE1_20kmE364N350	ha	290
UKE1_20kmE364N350	flg	
UKE1_20kmE366N344	ha	490
UKE1_20kmE366N344	flg	
UKE1_20kmE366N348	ha	0
UKE1_20kmE366N348	flg	-1
UKE2_20kmE350N350	ha	14420
UKE2_20kmE350N350	flg	
UKE2_20kmE350N352	ha	7490
UKE2_20kmE350N352	flg	
UKE2_20kmE352N348	ha	19630
UKE2_20kmE352N348	flg	
UKE2_20kmE352N350	ha	33930
UKE2_20kmE352N350	flg	
UKE2_20kmE352N352	ha	25180
UKE2_20kmE352N352	flg	
UKE2_20kmE352N354	ha	3760
UKE2_20kmE352N354	flg	
UKE2_20kmE354N348	ha	20450
UKE2_20kmE354N348	flg	
UKE2_20kmE354N350	ha	19910
UKE2_20kmE354N350	flg	
UKE2_20kmE354N352	ha	25130
UKE2_20kmE354N352	flg	
UKE2_20kmE354N354	ha	12970
UKE2_20kmE354N354	flg	
UKE2_20kmE356N346	ha	170
UKE2_20kmE356N346	flg	
UKE2_20kmE356N348	ha	10700
UKE2_20kmE356N348	flg	
UKE2_20kmE356N350	ha	19330
UKE2_20kmE356N350	flg	
UKE2_20kmE356N352	ha	16050
UKE2_20kmE356N352	flg	
UKE2_20kmE356N354	ha	5090
UKE2_20kmE356N354	flg	
UKE2_20kmE358N344	ha	1660
UKE2_20kmE358N344	flg	
UKE2_20kmE358N346	ha	6670
UKE2_20kmE358N346	flg	
UKE2_20kmE358N348	ha	11360
UKE2_20kmE358N348	flg	
UKE2_20kmE358N350	ha	11140
UKE2_20kmE358N350	flg	
UKE2_20kmE358N352	ha	16990
UKE2_20kmE358N352	flg	
UKE2_20kmE358N354	ha	1490
UKE2_20kmE358N354	flg	
UKE2_20kmE360N344	ha	130
UKE2_20kmE360N344	flg	
UKE2_20kmE360N346	ha	1860
UKE2_20kmE360N346	flg	
UKE2_20kmE360N348	ha	7030
UKE2_20kmE360N348	flg	
UKE2_20kmE360N350	ha	11480
UKE2_20kmE360N350	flg	
UKE2_20kmE360N352	ha	18240
UKE2_20kmE360N352	flg	
UKE2_20kmE360N354	ha	3880
UKE2_20kmE360N354	flg	
UKE2_20kmE362N348	ha	2610
UKE2_20kmE362N348	flg	
UKE2_20kmE362N350	ha	9960
UKE2_20kmE362N350	flg	
UKE2_20kmE362N352	ha	16800
UKE2_20kmE362N352	flg	
UKE2_20kmE362N354	ha	1830
UKE2_20kmE362N354	flg	
UKE2_20kmE364N348	ha	860
UKE2_20kmE364N348	flg	
UKE2_20kmE364N350	ha	4370
UKE2_20kmE364N350	flg	
UKE2_20kmE364N352	ha	830
UKE2_20kmE364N352	flg	
UKE3_20kmE354N340	ha	1630
UKE3_20kmE354N340	flg	
UKE3_20kmE354N342	ha	17440
UKE3_20kmE354N342	flg	
UKE3_20kmE354N344	ha	1690
UKE3_20kmE354N344	flg	
UKE3_20kmE356N340	ha	690
UKE3_20kmE356N340	flg	
UKE3_20kmE356N342	ha	5380
UKE3_20kmE356N342	flg	
UKE3_20kmE356N344	ha	1070
UKE3_20kmE356N344	flg	
UKE3_20kmE358N340	ha	250
UKE3_20kmE358N340	flg	
UKE3_20kmE358N342	ha	2240
UKE3_20kmE358N342	flg	
UKE3_20kmE358N344	ha	4360
UKE3_20kmE358N344	flg	
UKE3_20kmE360N344	ha	270
UKE3_20kmE360N344	flg	
UKE4_20kmE352N344	ha	3250
UKE4_20kmE352N344	flg	
UKE4_20kmE352N346	ha	18490
UKE4_20kmE352N346	flg	
UKE4_20kmE352N348	ha	480
UKE4_20kmE352N348	flg	
UKE4_20kmE354N344	ha	16030
UKE4_20kmE354N344	flg	
UKE4_20kmE354N346	ha	10730
UKE4_20kmE354N346	flg	
UKE4_20kmE354N348	ha	6380
UKE4_20kmE354N348	flg	
UKE4_20kmE356N344	ha	1790
UKE4_20kmE356N344	flg	
UKE4_20kmE356N346	ha	4410
UKE4_20kmE356N346	flg	
UKE4_20kmE356N348	ha	3210
UKE4_20kmE356N348	flg	
UKE4_20kmE358N344	ha	140
UKE4_20kmE358N344	flg	
UKE4_20kmE358N346	ha	0
UKE4_20kmE358N346	flg	-1
UKF1_20kmE352N334	ha	880
UKF1_20kmE352N334	flg	
UKF1_20kmE352N336	ha	6290
UKF1_20kmE352N336	flg	
UKF1_20kmE352N338	ha	7450
UKF1_20kmE352N338	flg	
UKF1_20kmE352N340	ha	16250
UKF1_20kmE352N340	flg	
UKF1_20kmE352N342	ha	14900
UKF1_20kmE352N342	flg	
UKF1_20kmE352N344	ha	5960
UKF1_20kmE352N344	flg	
UKF1_20kmE354N334	ha	1900
UKF1_20kmE354N334	flg	
UKF1_20kmE354N336	ha	10860
UKF1_20kmE354N336	flg	
UKF1_20kmE354N338	ha	23570
UKF1_20kmE354N338	flg	
UKF1_20kmE354N340	ha	24620
UKF1_20kmE354N340	flg	
UKF1_20kmE354N342	ha	17840
UKF1_20kmE354N342	flg	
UKF1_20kmE356N334	ha	1460
UKF1_20kmE356N334	flg	
UKF1_20kmE356N336	ha	6910
UKF1_20kmE356N336	flg	
UKF1_20kmE356N338	ha	8450
UKF1_20kmE356N338	flg	
UKF1_20kmE356N340	ha	4040
UKF1_20kmE356N340	flg	
UKF1_20kmE358N334	ha	1750
UKF1_20kmE358N334	flg	
UKF1_20kmE358N336	ha	5030
UKF1_20kmE358N336	flg	
UKF1_20kmE358N338	ha	6230
UKF1_20kmE358N338	flg	
UKF1_20kmE358N340	ha	3930
UKF1_20kmE358N340	flg	
UKF1_20kmE358N342	ha	2090
UKF1_20kmE358N342	flg	
UKF1_20kmE360N336	ha	0
UKF1_20kmE360N336	flg	-1
UKF1_20kmE360N338	ha	1150
UKF1_20kmE360N338	flg	
UKF1_20kmE360N340	ha	2800
UKF1_20kmE360N340	flg	
UKF1_20kmE360N342	ha	860
UKF1_20kmE360N342	flg	
UKF2_20kmE354N326	ha	6020
UKF2_20kmE354N326	flg	
UKF2_20kmE354N328	ha	3460
UKF2_20kmE354N328	flg	
UKF2_20kmE354N330	ha	1090
UKF2_20kmE354N330	flg	
UKF2_20kmE354N332	ha	5460
UKF2_20kmE354N332	flg	
UKF2_20kmE354N334	ha	8330
UKF2_20kmE354N334	flg	
UKF2_20kmE354N336	ha	70
UKF2_20kmE354N336	flg	
UKF2_20kmE356N326	ha	4110
UKF2_20kmE356N326	flg	
UKF2_20kmE356N328	ha	12160
UKF2_20kmE356N328	flg	
UKF2_20kmE356N330	ha	11210
UKF2_20kmE356N330	flg	
UKF2_20kmE356N332	ha	16110
UKF2_20kmE356N332	flg	
UKF2_20kmE356N334	ha	8430
UKF2_20kmE356N334	flg	
UKF2_20kmE356N336	ha	1660
UKF2_20kmE356N336	flg	
UKF2_20kmE358N326	ha	480
UKF2_20kmE358N326	flg	
UKF2_20kmE358N328	ha	3520
UKF2_20kmE358N328	flg	
UKF2_20kmE358N330	ha	11650
UKF2_20kmE358N330	flg	
UKF2_20kmE358N332	ha	16470
UKF2_20kmE358N332	flg	
UKF2_20kmE358N334	ha	15180
UKF2_20kmE358N334	flg	
UKF2_20kmE358N336	ha	1400
UKF2_20kmE358N336	flg	
UKF2_20kmE360N328	ha	1780
UKF2_20kmE360N328	flg	
UKF2_20kmE360N330	ha	5450
UKF2_20kmE360N330	flg	
UKF2_20kmE360N332	ha	5620
UKF2_20kmE360N332	flg	
UKF2_20kmE360N334	ha	1080
UKF2_20kmE360N334	flg	
UKF2_20kmE360N336	ha	960
UKF2_20kmE360N336	flg	
UKF2_20kmE362N330	ha	80
UKF2_20kmE362N330	flg	
UKF3_20kmE360N332	ha	410
UKF3_20kmE360N332	flg	
UKF3_20kmE360N334	ha	3380
UKF3_20kmE360N334	flg	
UKF3_20kmE360N336	ha	4740
UKF3_20kmE360N336	flg	
UKF3_20kmE360N338	ha	3030
UKF3_20kmE360N338	flg	
UKF3_20kmE360N340	ha	3950
UKF3_20kmE360N340	flg	
UKF3_20kmE360N342	ha	960
UKF3_20kmE360N342	flg	
UKF3_20kmE362N332	ha	260
UKF3_20kmE362N332	flg	
UKF3_20kmE362N334	ha	3350
UKF3_20kmE362N334	flg	
UKF3_20kmE362N336	ha	3250
UKF3_20kmE362N336	flg	
UKF3_20kmE362N338	ha	6660
UKF3_20kmE362N338	flg	
UKF3_20kmE362N340	ha	4280
UKF3_20kmE362N340	flg	
UKF3_20kmE362N342	ha	1730
UKF3_20kmE362N342	flg	
UKF3_20kmE364N332	ha	940
UKF3_20kmE364N332	flg	
UKF3_20kmE364N334	ha	2040
UKF3_20kmE364N334	flg	
UKF3_20kmE364N336	ha	3690
UKF3_20kmE364N336	flg	
UKF3_20kmE364N338	ha	4260
UKF3_20kmE364N338	flg	
UKF3_20kmE364N340	ha	6120
UKF3_20kmE364N340	flg	
UKF3_20kmE364N342	ha	1310
UKF3_20kmE364N342	flg	
UKF3_20kmE366N332	ha	0
UKF3_20kmE366N332	flg	-1
UKF3_20kmE366N334	ha	120
UKF3_20kmE366N334	flg	
UKF3_20kmE366N336	ha	900
UKF3_20kmE366N336	flg	
UKF3_20kmE366N338	ha	6410
UKF3_20kmE366N338	flg	
UKF3_20kmE366N340	ha	3720
UKF3_20kmE366N340	flg	
UKF3_20kmE366N342	ha	250
UKF3_20kmE366N342	flg	
UKG1_20kmE342N326	ha	2390
UKG1_20kmE342N326	flg	
UKG1_20kmE342N328	ha	15500
UKG1_20kmE342N328	flg	
UKG1_20kmE342N330	ha	8750
UKG1_20kmE342N330	flg	
UKG1_20kmE344N326	ha	9070
UKG1_20kmE344N326	flg	
UKG1_20kmE344N328	ha	11060
UKG1_20kmE344N328	flg	
UKG1_20kmE344N330	ha	14000
UKG1_20kmE344N330	flg	
UKG1_20kmE344N332	ha	6450
UKG1_20kmE344N332	flg	
UKG1_20kmE346N326	ha	3070
UKG1_20kmE346N326	flg	
UKG1_20kmE346N328	ha	11640
UKG1_20kmE346N328	flg	
UKG1_20kmE346N330	ha	19980
UKG1_20kmE346N330	flg	
UKG1_20kmE346N332	ha	3260
UKG1_20kmE346N332	flg	
UKG1_20kmE348N326	ha	1200
UKG1_20kmE348N326	flg	
UKG1_20kmE348N328	ha	17130
UKG1_20kmE348N328	flg	
UKG1_20kmE348N330	ha	8710
UKG1_20kmE348N330	flg	
UKG1_20kmE348N332	ha	2620
UKG1_20kmE348N332	flg	
UKG1_20kmE350N326	ha	970
UKG1_20kmE350N326	flg	
UKG1_20kmE350N328	ha	8450
UKG1_20kmE350N328	flg	
UKG1_20kmE350N330	ha	16800
UKG1_20kmE350N330	flg	
UKG1_20kmE350N332	ha	2510
UKG1_20kmE350N332	flg	
UKG1_20kmE352N326	ha	1760
UKG1_20kmE352N326	flg	
UKG1_20kmE352N328	ha	11920
UKG1_20kmE352N328	flg	
UKG1_20kmE352N330	ha	8420
UKG1_20kmE352N330	flg	
UKG1_20kmE352N332	ha	4920
UKG1_20kmE352N332	flg	
UKG1_20kmE352N334	ha	0
UKG1_20kmE352N334	flg	-1
UKG1_20kmE354N328	ha	8680
UKG1_20kmE354N328	flg	
UKG1_20kmE354N330	ha	10420
UKG1_20kmE354N330	flg	
UKG1_20kmE354N332	ha	3730
UKG1_20kmE354N332	flg	
UKG1_20kmE354N334	ha	530
UKG1_20kmE354N334	flg	
UKG1_20kmE356N330	ha	470
UKG1_20kmE356N330	flg	
UKG2_20kmE342N332	ha	8210
UKG2_20kmE342N332	flg	
UKG2_20kmE342N334	ha	6890
UKG2_20kmE342N334	flg	
UKG2_20kmE342N338	ha	1480
UKG2_20kmE342N338	flg	
UKG2_20kmE344N332	ha	10300
UKG2_20kmE344N332	flg	
UKG2_20kmE344N334	ha	18200
UKG2_20kmE344N334	flg	
UKG2_20kmE344N336	ha	19070
UKG2_20kmE344N336	flg	
UKG2_20kmE344N338	ha	14600
UKG2_20kmE344N338	flg	
UKG2_20kmE346N330	ha	0
UKG2_20kmE346N330	flg	-1
UKG2_20kmE346N332	ha	18120
UKG2_20kmE346N332	flg	
UKG2_20kmE346N334	ha	19920
UKG2_20kmE346N334	flg	
UKG2_20kmE346N336	ha	12910
UKG2_20kmE346N336	flg	
UKG2_20kmE346N338	ha	12270
UKG2_20kmE346N338	flg	
UKG2_20kmE348N332	ha	8710
UKG2_20kmE348N332	flg	
UKG2_20kmE348N334	ha	7520
UKG2_20kmE348N334	flg	
UKG2_20kmE348N336	ha	17710
UKG2_20kmE348N336	flg	
UKG2_20kmE348N338	ha	13730
UKG2_20kmE348N338	flg	
UKG2_20kmE350N334	ha	5090
UKG2_20kmE350N334	flg	
UKG2_20kmE350N336	ha	20140
UKG2_20kmE350N336	flg	
UKG2_20kmE350N338	ha	17900
UKG2_20kmE350N338	flg	
UKG2_20kmE350N340	ha	3060
UKG2_20kmE350N340	flg	
UKG2_20kmE352N334	ha	8590
UKG2_20kmE352N334	flg	
UKG2_20kmE352N336	ha	15350
UKG2_20kmE352N336	flg	
UKG2_20kmE352N338	ha	20770
UKG2_20kmE352N338	flg	
UKG2_20kmE352N340	ha	10200
UKG2_20kmE352N340	flg	
UKG2_20kmE354N334	ha	0
UKG2_20kmE354N334	flg	-1
UKG2_20kmE354N336	ha	80
UKG2_20kmE354N336	flg	
UKG3_20kmE348N332	ha	140
UKG3_20kmE348N332	flg	
UKG3_20kmE350N330	ha	120
UKG3_20kmE350N330	flg	
UKG3_20kmE350N332	ha	1380
UKG3_20kmE350N332	flg	
UKG3_20kmE350N334	ha	910
UKG3_20kmE350N334	flg	
UKG3_20kmE352N330	ha	3620
UKG3_20kmE352N330	flg	
UKG3_20kmE352N332	ha	1090
UKG3_20kmE352N332	flg	
UKG3_20kmE352N334	ha	0
UKG3_20kmE352N334	flg	-1
UKG3_20kmE354N330	ha	200
UKG3_20kmE354N330	flg	
UKH1_20kmE360N328	ha	1440
UKH1_20kmE360N328	flg	
UKH1_20kmE360N330	ha	820
UKH1_20kmE360N330	flg	
UKH1_20kmE360N332	ha	880
UKH1_20kmE360N332	flg	
UKH1_20kmE362N326	ha	2050
UKH1_20kmE362N326	flg	
UKH1_20kmE362N328	ha	2720
UKH1_20kmE362N328	flg	
UKH1_20kmE362N330	ha	3400
UKH1_20kmE362N330	flg	
UKH1_20kmE362N332	ha	3080
UKH1_20kmE362N332	flg	
UKH1_20kmE364N324	ha	70
UKH1_20kmE364N324	flg	
UKH1_20kmE364N326	ha	1780
UKH1_20kmE364N326	flg	
UKH1_20kmE364N328	ha	5050
UKH1_20kmE364N328	flg	
UKH1_20kmE364N330	ha	2420
UKH1_20kmE364N330	flg	
UKH1_20kmE364N332	ha	2220
UKH1_20kmE364N332	flg	
UKH1_20kmE366N326	ha	3270
UKH1_20kmE366N326	flg	
UKH1_20kmE366N328	ha	7590
UKH1_20kmE366N328	flg	
UKH1_20kmE366N330	ha	3150
UKH1_20kmE366N330	flg	
UKH1_20kmE366N332	ha	2010
UKH1_20kmE366N332	flg	
UKH1_20kmE366N334	ha	770
UKH1_20kmE366N334	flg	
UKH1_20kmE368N324	ha	3220
UKH1_20kmE368N324	flg	
UKH1_20kmE368N326	ha	3450
UKH1_20kmE368N326	flg	
UKH1_20kmE368N328	ha	5820
UKH1_20kmE368N328	flg	
UKH1_20kmE368N330	ha	6760
UKH1_20kmE368N330	flg	
UKH1_20kmE368N332	ha	3650
UKH1_20kmE368N332	flg	
UKH1_20kmE368N334	ha	4630
UKH1_20kmE368N334	flg	
UKH1_20kmE370N324	ha	3770
UKH1_20kmE370N324	flg	
UKH1_20kmE370N326	ha	3200
UKH1_20kmE370N326	flg	
UKH1_20kmE370N328	ha	4290
UKH1_20kmE370N328	flg	
UKH1_20kmE370N330	ha	5680
UKH1_20kmE370N330	flg	
UKH1_20kmE370N332	ha	6150
UKH1_20kmE370N332	flg	
UKH1_20kmE370N334	ha	5120
UKH1_20kmE370N334	flg	
UKH1_20kmE372N324	ha	3270
UKH1_20kmE372N324	flg	
UKH1_20kmE372N326	ha	3760
UKH1_20kmE372N326	flg	
UKH1_20kmE372N328	ha	7490
UKH1_20kmE372N328	flg	
UKH1_20kmE372N330	ha	8910
UKH1_20kmE372N330	flg	
UKH1_20kmE372N332	ha	7550
UKH1_20kmE372N332	flg	
UKH1_20kmE372N334	ha	2690
UKH1_20kmE372N334	flg	
UKH1_20kmE374N324	ha	0
UKH1_20kmE374N324	flg	-1
UKH1_20kmE374N326	ha	4780
UKH1_20kmE374N326	flg	
UKH1_20kmE374N328	ha	10290
UKH1_20kmE374N328	flg	
UKH1_20kmE374N330	ha	9120
UKH1_20kmE374N330	flg	
UKH1_20kmE374N332	ha	3210
UKH1_20kmE374N332	flg	
UKH1_20kmE374N334	ha	80
UKH1_20kmE374N334	flg	
UKH1_20kmE376N328	ha	180
UKH1_20kmE376N328	flg	
UKH1_20kmE376N330	ha	0
UKH1_20kmE376N330	flg	-1
UKH2_20kmE358N320	ha	0
UKH2_20kmE358N320	flg	-1
UKH2_20kmE358N322	ha	3290
UKH2_20kmE358N322	flg	
UKH2_20kmE358N324	ha	4030
UKH2_20kmE358N324	flg	
UKH2_20kmE358N326	ha	1670
UKH2_20kmE358N326	flg	
UKH2_20kmE358N328	ha	1020
UKH2_20kmE358N328	flg	
UKH2_20kmE360N320	ha	0
UKH2_20kmE360N320	flg	-1
UKH2_20kmE360N322	ha	4340
UKH2_20kmE360N322	flg	
UKH2_20kmE360N324	ha	6230
UKH2_20kmE360N324	flg	
UKH2_20kmE360N326	ha	4540
UKH2_20kmE360N326	flg	
UKH2_20kmE360N328	ha	2240
UKH2_20kmE360N328	flg	
UKH2_20kmE362N322	ha	5370
UKH2_20kmE362N322	flg	
UKH2_20kmE362N324	ha	3840
UKH2_20kmE362N324	flg	
UKH2_20kmE362N326	ha	1230
UKH2_20kmE362N326	flg	
UKH2_20kmE364N322	ha	120
UKH2_20kmE364N322	flg	
UKH2_20kmE364N324	ha	730
UKH2_20kmE364N324	flg	
UKH3_20kmE362N320	ha	490
UKH3_20kmE362N320	flg	
UKH3_20kmE362N322	ha	2360
UKH3_20kmE362N322	flg	
UKH3_20kmE364N318	ha	1160
UKH3_20kmE364N318	flg	
UKH3_20kmE364N320	ha	3970
UKH3_20kmE364N320	flg	
UKH3_20kmE364N322	ha	1750
UKH3_20kmE364N322	flg	
UKH3_20kmE364N324	ha	2270
UKH3_20kmE364N324	flg	
UKH3_20kmE364N326	ha	100
UKH3_20kmE364N326	flg	
UKH3_20kmE366N318	ha	760
UKH3_20kmE366N318	flg	
UKH3_20kmE366N320	ha	6830
UKH3_20kmE366N320	flg	
UKH3_20kmE366N322	ha	3410
UKH3_20kmE366N322	flg	
UKH3_20kmE366N324	ha	2750
UKH3_20kmE366N324	flg	
UKH3_20kmE368N320	ha	4250
UKH3_20kmE368N320	flg	
UKH3_20kmE368N322	ha	3570
UKH3_20kmE368N322	flg	
UKH3_20kmE368N324	ha	3680
UKH3_20kmE368N324	flg	
UKH3_20kmE368N326	ha	150
UKH3_20kmE368N326	flg	
UKH3_20kmE370N322	ha	4420
UKH3_20kmE370N322	flg	
UKH3_20kmE370N324	ha	0
UKH3_20kmE370N324	flg	-1
UKH3_20kmE372N322	ha	0
UKH3_20kmE372N322	flg	-1
UKI1_20kmE360N320	ha	40
UKI1_20kmE360N320	flg	
UKI1_20kmE362N320	ha	50
UKI1_20kmE362N320	flg	
UKI2_20kmE358N318	ha	0
UKI2_20kmE358N318	flg	-1
UKI2_20kmE358N320	ha	590
