Spat_code	Unit	C_LIVEST_L	AGRAREA	B_1	B_1_1	B_1_1_1	B_1_1_2	B_1_1_3	B_1_1_4	B_1_1_5	B_1_1_6	B_1_1_7	B_1_1_99	B_1_2	B_1_2_1	B_1_2_2	B_1_345	B_1_3	B_1_4	B_1_5	B_1_6	B_1_6_1	B_1_6_2	B_1_6_3	B_1_6_4	B_1_6_5	B_1_6_6	B_1_6_7	B_1_6_8	B_1_6_9	B_1_6_10	B_1_6_11	B_1_6_7_11	B_1_6_12	B_1_6_99	B_1_7	B_1_7_1	B_1_7_1_1	B_1_7_1_2	B_1_7_2	B_1_8	B_1_8_1	B_1_8_2	B_1_9	B_1_9_1	B_1_9_2	B_1_9_2_1	B_1_9_2_2	B_1_9_2_2_99	B_1_9_2_99	B_1_10_11	B_1_10	B_1_11	B_1_12	B_1_12_1	B_1_12_2	B_2	B_3	B_3_1	B_3_2	B_3_3	B_4	B_4_1	B_4_1_1	B_4_1_1_1	B_4_1_1_2	B_4_1_2	B_4_1_3	B_4_2	B_4_3	B_4_3_1	B_4_3_2	B_4_4	B_4_4_1	B_4_4_2	B_4_4_3	B_4_4_4	B_4_5	B_4_6	B_4_7	C_1L	C_1_3L	C_2_1_2_5L	C_2L	C_21399L	C_2_1L	C_2_2L	C_2_3L	C_2_4L	C_2_5L	C_2_6L	C_2_99L	C_2_6_99L	C_3L	C_3_1L	C_3_1_1L	C_3_1_99L	C_3_2L	C_3_2_1L	C_3_2_99L	C_4_5_6L	C_4L	C_4_1L	C_4_2L	C_4_99L	C_5L	C_5_1L	C_5_2L	C_5_3L	C_6L
UKJ1	ha	217180	350900	229270	131130	100720		270	23830	5760		0	560	15540	15540		510	340	30	140	38860	0		0	34650		0	3450	30			0	3480	330	410	500	500	500		0	10	0	10	32220	24850	7370	6410	510	960	450	800	60	740	9690	380	9310	0	121040	116930	3030	1080	580	290	180	180	0	100		0	0	0	0	40		40	0	0	30	230	0	10580	157970	67760	111200	147400	18410	15400	16100	8080	9780	20760	22670	43430	36200	35860	15770	20090	340	260	80	59210	26870	580	6570	19710	32340	17460	9230	5660	0
UKJ1	flg																																							-1		-1																																																																				
UKJ2	ha	170600	256100	103430	49520	32940		280	10170	5670		0	460	5710	5710		1160	760	50	360	11380	0		0	9040		0	2190	10			0	2200	50	90	3060	2970	2970		80	90	20	80	27690	19340	8350	7690	270	670	400	690	150	540	4120	610	3510	0	150950	139540	10440	970	1720	950	760	760	0	190		0	0	0	0	470		470	0	0	180	120	0	11740	140940	50460	92490	129200	15550	9630	12030	6040	7210	24570	17460	42030	36710	36510	16580	19930	210	110	90	29660	9980	190	2710	7070	19680	0	11060	7670	0
UKJ2	flg																																																																																																										-1			
UKJ3	ha	129110	205270	133720	74700	44250		340	24060	5450		0	590	6320	6320		840	600	10	230	24110	0		0	19280		0	3850	10			0	3860	820	150	1510	1460	1460		0	50	30	30	20250	14450	5800	5470	230	330	100	1180	610	560	4740	250	4500	0	70720	65420	4820	480	840	280	250	250	0	30		0	0	0	0	90		90	0	0	280	190	0	8830	87440	34020	63470	78610	10350	6240	8000	3700	5720	18870	10580	29450	15150	15030	6780	8250	110	60	60	41670	12580	490	5370	6720	29080	6320	18310	4460	0
UKJ3	flg																																							-1																																																																						
UKJ4	ha	117660	214280	132270	69850	60910		210	6340	2150		0	240	10400	10400		2230	1950	20	260	25390	0		0	21700		0	3430	30			0	3460	140	90	3430	3390	3390		40	40	10	30	15050	12080	2980	2640	240	340	100	920	120	800	4970	460	4500	0	71630	68430	2810	390	10390	9880	8980	8980	0	900		0	0	0	0	160		160	0	0	290	60	0	4510	76830	22490	42190	72320	7250	3770	5570	2100	3810	9810	9890	19700	30130	29920	14070	15850	200	120	90	40830	4180	60	1010	3110	36660	0	30840	5400	0
UKJ4	flg																																																																																																										-1			
UKK1	ha	422950	511520	270240	138270	90160		330	38900	7420		0	1450	11300	11300		1410	790	30	580	41200	0		0	36450		0	3980	50			0	4040	150	570	1210	1200	1200		10	30	10	20	67040	47120	19920	18430	930	1500	570	1200	230	970	8570	440	8130	0	239990	219850	19700	440	1290	1060	960	960	0	100		0	0	0	0	70		70	0	0	100	50	0	13100	332740	148250	267890	319640	41270	27180	37480	17020	25290	85410	34230	119640	51750	51140	23380	27760	610	480	130	90220	26530	780	7340	18400	63690	30630	26650	6410	0
UKK1	flg																																																																																																													
UKK2	ha	533100	443670	186190	75610	48840		510	20850	3880		0	1530	5510	5510		2020	1070	20	920	17110	0		0	13540		0	2520	10			0	2530	230	800	1460	1430	1430		30	30	20	10	79850	55300	24550	23370	420	1180	760	900	160	740	3700	250	3450	0	255880	235260	20260	360	1600	1440	1220	1220	0	230		0	0	0	0	50		50	0	0	50	50	0	9610	435150	178930	361820	425540	53040	26020	45690	16960	37220	144510	38370	182890	63720	62120	29970	32160	1600	1300	300	97940	37770	1160	8290	28320	60180	24740	27180	8260	0
UKK2	flg																																																																																																													
UKK3	ha	322760	251270	93030	33890	10090		0	19200	2480		0	2110	840	840		4690	3420	50	1220	2430	0		0	1160		0	1010	10			0	1020	30	220	2770	2770	2770		10	2390	2370	20	43440	36550	6890	6110	220	780	560	610	110	500	1960	190	1760	0	157940	146220	11440	280	300	160	140	140	0	20		0	0	0	0	20		20	0	0	100	20	0	5600	296700	135990	244890	291100	37290	25700	31230	17720	24040	74220	34680	108900	46210	46080	22480	23600	130	60	60	26060	11910	180	2800	8930	14140	1840	10680	1630	0
UKK3	flg							-1																																																																																																						
UKK4	ha	662200	459570	135520	52420	22890		100	21190	5690		0	2550	1770	1770		3130	1040	50	2040	4480	0		0	3290		0	780	20			0	800	50	350	980	980	980		10	40	30	10	69590	53580	16010	14890	450	1120	680	640	80	560	2470	200	2270	0	323120	304580	18110	430	920	710	690	690	0	30		0	0	0	0	50		50	0	0	100	70	0	10720	568350	238510	427100	557630	65440	43420	55950	28520	45180	130280	58310	188590	130530	130220	61560	68660	310	150	160	93850	23800	410	5670	17720	70050	23080	32600	14370	0
UKK4	flg																																																																																																													
UKL1	ha	1028990	891780	106810	24030	7560		120	13210	1770		0	1370	510	510		2990	1370	20	1600	1830	0		0	1530		0	280	0			0	300	0	0	300	280	280		20	20	10	10	76560	66900	9660	5780	0	3880	3880	230	20	200	340	190	150	0	784820	619930	164770	110	150	100	70	70	0	30		0	0	0	0	10		10	0	0	20	20	0	21280	1010300	296550	544030	989010	78870	48800	70570	35800	62500	161710	85780	247490	444980	444630	225300	219330	350	180	170	18690	2700	70	930	1710	15990	7260	6930	1790	0
UKL1	flg																												-1																																																																																	
UKL2	ha	705010	532130	81390	28100	16780		130	7200	2600		0	1380	1610	1610		1630	680	80	870	4090	0		0	3910		0	170	0			0	180	0	0	140	140	140		10	20	10	10	45260	35800	9460	7210	0	2250	2250	180	0	180	360	190	180	0	450150	387070	63060	20	590	420	340	340	0	80		0	0	0	0	10		10	0	0	0	20	0	11290	649200	140870	259150	637910	44120	24980	34280	14060	23440	57920	60350	118270	378770	378540	185130	193410	220	160	60	55810	4190	80	920	3190	51620	33690	13840	4100	0
UKL2	flg																												-1																							-1																										-1																																
UKM2	ha	631460	1288230	424370	220110	83880		0	121100	14790		0	340	6010	6010		27190	22760	0	4430	21080	0		0	20980		0	70	0			0	70	0	0	14820	14690	14690		130	240	230	10	124150	120920	3230	260	0	2970	2970	3100	0	3100	7670	490	7180	0	862650	236840	624170	1650	1210	890	10	10	0	880		0	0	0	0	0		0	0	0	320	0	0	8450	513650	154990	270240	505190	48100	34270	38930	13210	20470	21490	93760	115250	234960	234900	89380	145520	60	20	40	117810	23140	610	5130	17400	94670	35980	58200	490	0
UKM2	flg																																	-1																																																																												
UKM3	ha	748260	813210	140320	33170	5450		0	26150	1300		0	280	380	380		2030	720	0	1310	310	0		0	310		0	0	0			0	0	0	0	130	120	120		10	10	0	10	102090	96410	5680	1940	0	3740	3740	1000	0	1000	1200	740	460	0	672830	346330	325410	1100	60	30	20	20	0	10		0	0	0	0	0		0	0	0	30	0	0	5820	728010	278420	533200	722200	87370	47470	75530	25130	42930	139760	115020	254780	189000	188930	72320	116610	70	10	50	20250	3760	90	1000	2680	16490	0	13000	850	0
UKM3	flg																																	-1								-1																																																																	-1			
UKM5	ha	316390	454640	248810	117810	15860		0	97860	3620		0	470	430	430		7370	5150	0	2220	11710	0		0	11710		0	0	0			0	0	0	0	1500	1500	1500		0	360	360	0	102740	101300	1440	0	0	1420	1420	1330	0	1330	5560	470	5090	0	205780	63720	141010	1060	50	40	0	0	0	40		0	0	0	0	0		0	0	0	10	0	0	3530	251080	136980	201950	247550	29400	39440	35300	17630	15220	8510	56460	64970	45590	45560	16270	29290	40	10	20	65320	46920	1190	7280	38450	18390	13850	4340	210	0
UKM5	flg																																	-1						-1			-1				-1																	-1	-1																																													
UKM6	ha	478850	2297130	165390	53010	5820		0	43570	3130		0	480	390	390		4590	2500	0	2090	2830	0		0	2780		0	0	0			0	0	40	0	930	930	930		0	0	0	0	99730	97580	2140	0	0	2130	2130	1090	0	1090	2830	520	2310	0	2131670	277490	1850960	3220	60	30	10	10	0	30		0	0	0	0	0		0	0	0	30	0	0	5010	447620	127510	240880	442610	47030	22440	31680	9550	16810	14590	98780	113370	201730	201650	84870	116780	80	30	50	31230	26320	1040	8700	16580	4910	1170	3400	340	0
UKM6	flg																																							-1	-1	-1	-1				-1																																																															
UKN0	ha	1571180	976820	170070	37460	10890		0	24250	2320		0	0	0	0		5550	4910	0	640	470	0		0	450		0	0	0			0	0	0	0	40	10	10		30	20	10	10	125210	118070	7140	7140	0	0	0	1050	0	1050	270	190	80	0	805170	663520	140470	1170	1580	1520	1520	1520	0	0		0	0	0	0	0		0	0	0	60	0	0	9320	1322060	641280	1127890	1312750	183300	125660	159390	71920	101010	281040	205570	486610	184860	184580	87490	97090	270	140	130	249120	94770	3590	21370	69810	154350	83130	58720	12500	0
UKN0	flg																											-1					-1																																																																													
