Spat_code	Unit	C_LIVEST_L	AGRAREA	B_1	B_1_1	B_1_1_1	B_1_1_2	B_1_1_3	B_1_1_4	B_1_1_5	B_1_1_6	B_1_1_7	B_1_1_99	B_1_2	B_1_2_1	B_1_2_2	B_1_345	B_1_3	B_1_4	B_1_5	B_1_6	B_1_6_1	B_1_6_2	B_1_6_3	B_1_6_4	B_1_6_5	B_1_6_6	B_1_6_7	B_1_6_8	B_1_6_9	B_1_6_10	B_1_6_11	B_1_6_7_11	B_1_6_12	B_1_6_99	B_1_7	B_1_7_1	B_1_7_1_1	B_1_7_1_2	B_1_7_2	B_1_8	B_1_8_1	B_1_8_2	B_1_9	B_1_9_1	B_1_9_2	B_1_9_2_1	B_1_9_2_2	B_1_9_2_2_99	B_1_9_2_99	B_1_10_11	B_1_10	B_1_11	B_1_12	B_1_12_1	B_1_12_2	B_2	B_3	B_3_1	B_3_2	B_3_3	B_4	B_4_1	B_4_1_1	B_4_1_1_1	B_4_1_1_2	B_4_1_2	B_4_1_3	B_4_2	B_4_3	B_4_3_1	B_4_3_2	B_4_4	B_4_4_1	B_4_4_2	B_4_4_3	B_4_4_4	B_4_5	B_4_6	B_4_7	C_1L	C_1_3L	C_2_1_2_5L	C_2L	C_21399L	C_2_1L	C_2_2L	C_2_3L	C_2_4L	C_2_5L	C_2_6L	C_2_99L	C_2_6_99L	C_3L	C_3_1L	C_3_1_1L	C_3_1_99L	C_3_2L	C_3_2_1L	C_3_2_99L	C_4_5_6L	C_4L	C_4_1L	C_4_2L	C_4_99L	C_5L	C_5_1L	C_5_2L	C_5_3L	C_6L
EL41	ha	67350	164870	17420	12090	290	1600	0	8790	1360	10	0	30	190	30	160	290	280	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	20	0	430	390	160	230	40	10	0	0	1930	600	1330	180	480	1150	670	10	0	0	2470	510	1960	430	86300	18860	66680	760	60720	730	310	310	0	0	420	530	55030	210	54830	2350	1740	520	90	0	20	2060	0	2830	61920	3310	5710	59090	1360	730	550	290	380	680	1720	2400	53380	42800	36350	6450	10580	8590	1990	5430	2020	60	360	1600	3350	750	2310	280	60
EL41	flg							-1				-1								-1									-1				-1		-1							-1	-1									-1	-1													-1											-1			-1																														
EL42	ha	65390	99180	29390	6050	190	1760	10	3050	940	50	0	30	290	20	280	1140	1140	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1140	1050	390	670	90	10	0	0	13910	250	13660	1760	2920	11900	8980	40	0	40	6800	3450	3350	440	49020	8500	38920	1600	20330	290	220	220	0	0	60	920	16010	170	15840	3090	1630	1290	170	10	10	10	0	2520	56220	6310	12060	53700	2200	1310	1250	640	910	4130	1620	5750	41650	19000	14920	4080	22650	16910	5740	9180	4170	130	1100	2940	4860	490	3620	750	150
EL42	flg																			-1						-1			-1				-1	-1	-1							-1	-1									-1														-1																																												
EL43	ha	281280	411130	17660	4030	220	510	10	2140	1100	10	0	50	110	80	40	1450	1450	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	3510	1870	1030	840	1640	100	30	70	6830	430	6400	990	1920	5410	3490	50	0	50	1570	1330	240	1490	223490	16540	206210	740	168500	1770	850	620	230	0	920	3890	146360	310	146050	15570	1090	5670	1610	7200	90	780	40	790	253140	1110	1320	252350	600	240	170	30	70	200	20	220	251030	187780	123420	64360	63250	41370	21880	28140	11450	380	3180	7890	15730	10050	5090	590	960
EL43	flg																			-1				-1		-1																										-1																																																										
ES11	ha	1274110	647600	181650	48360	7360	10430	4030	740	700	24050	0	1050	790	340	460	15210	13900	60	1240	40	0	0	0	20	0	0	0	0	0	0	0	0	10	0	3610	3460	1770	1690	160	300	190	110	105660	25790	79870	58310	5500	21560	16060	30	30	0	7650	6590	1060	920	447850	375010	68520	4330	17180	7160	3060	2710	360	30	4070	110	20	0	20	9360	5330	4030	0	0	510	20	0	16050	800140	217790	761980	784100	77540	7670	71210	6890	54490	360870	183320	544190	22120	18610	16420	2180	3510	3140	370	473960	264780	10700	66600	187470	205840	111170	55420	39260	3350
ES11	flg																									-1	-1	-1	-1			-1	-1		-1																																				-1					-1				-1																														
ES12	ha	327390	363180	18440	880	30	10	20	10	10	800	0	0	430	250	180	1410	1200	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	320	150	170	50	40	20	10	15230	4100	11130	8240	820	2880	2060	10	10	0	80	80	0	180	340890	236600	94430	9870	3660	3480	2920	2760	160	50	510	50	0	0	0	40	0	40	0	0	60	0	10	15310	319250	103440	297500	303940	28570	5410	28760	7610	33090	89580	104480	194060	6430	3890	3520	370	2540	2350	200	8140	4200	80	1240	2880	3790	360	3230	200	150
ES12	flg												-1						-1		-1						-1																																																	-1			-1																															
ES13	ha	249290	235240	6960	1690	400	240	70	400	140	430	0	10	70	0	70	240	220	0	20	100	0	0	0	90	0	0	0	0	0	0	0	0	0	0	150	120	60	70	20	30	20	10	3800	730	3060	2530	180	540	360	0	0	0	870	260	610	50	227950	133680	90170	4100	280	210	150	140	10	10	60	10	0	0	0	20	0	20	0	0	40	0	0	20790	245630	78370	217860	224840	16090	2510	25810	4360	29600	71800	67690	139490	6980	5260	4950	310	1720	1570	150	3660	900	20	520	360	2540	50	2390	100	230
ES13	flg														-1											-1								-1																	-1	-1																												-1																														
ES21	ha	171990	190390	61900	41640	17150	0	80	15100	8930	260	0	70	610	220	390	4760	2080	2350	320	1830	0	0	0	180	1620	0	0	0	0	0	0	0	0	0	820	720	60	670	100	30	20	10	5620	4150	1470	1100	90	370	280	0	0	0	6580	2490	4090	160	111460	93100	10400	7950	16880	2100	1780	1650	120	10	310	10	150	10	140	14540	14210	330	0	0	30	40	0	15400	145650	34000	100870	130240	12140	2210	9960	2980	6710	25800	41080	66870	29370	27220	25000	2220	2150	1880	270	26340	4330	140	2250	1940	21410	1970	17520	1930	600
ES21	flg						-1															-1												-1	-1																-1	-1																								-1				-1																														
ES22	ha	360810	545520	287720	210140	56440	14880	130	107110	14570	13990	2080	950	3700	2350	1350	1110	540	30	530	5500	10	0	0	440	4770	0	0	0	0	0	0	60	150	60	8770	8510	5540	2960	260	90	70	20	15590	8940	6650	2660	930	3990	3060	160	160	0	42660	17250	25410	60	224690	98800	121700	4190	33060	5870	3350	3230	120	20	2500	0	5670	180	5490	21060	19360	1700	0	0	450	10	0	11470	151850	33330	79590	140380	10350	2690	9100	2700	8480	23190	23070	46260	60790	60040	55610	4430	750	670	80	208950	155980	5400	28360	122220	52500	14950	18420	19130	470
ES22	flg																										-1	-1	-1			-1																																					-1											-1																														
ES23	ha	111180	230220	73460	46130	19570	3320	80	21770	380	590	0	420	800	520	280	2470	1240	990	250	2160	0	0	0	0	1970	0	0	20	0	0	0	20	0	60	2850	2790	1260	1530	60	10	0	0	1630	730	900	20	490	880	400	60	60	0	17360	7110	10250	40	100410	12370	85330	2700	56310	10780	4200	4130	70	10	6570	0	3790	0	3780	41620	40570	1050	0	0	110	0	10	2800	47300	14040	30730	44500	3110	2500	3300	1350	3780	2040	14650	16690	13770	12800	11540	1260	970	900	60	63880	30660	450	3290	26920	32970	19500	5740	7720	250
ES23	flg																								-1		-1					-1		-1								-1	-1																												-1								-1																															
ES24	ha	2013760	2345700	1416380	829610	87840	176680	11030	439300	33460	63290	12560	5440	14400	9440	4950	4180	980	0	3190	17670	0	0	0	840	16530	70	0	70	0	0	20	100	40	80	5290	5220	2960	2250	70	50	40	10	140980	94990	45990	2260	21280	43730	22440	1350	1350	0	402870	223970	178900	190	734310	86680	626570	21060	194810	105500	40050	39670	380	200	65250	0	48330	2370	45960	35860	27920	7620	320	0	280	4840	0	3560	389530	139590	187250	385970	73410	29360	21930	5560	9330	12320	35340	47660	198730	193630	174430	19200	5090	4490	600	1624230	1389340	34890	249730	1104720	232270	99280	72760	60220	2620
ES24	flg																		-1					-1				-1																																									-1											-1																														
ES30	ha	119880	315260	150620	77910	14580	2340	500	48160	5020	6130	0	1170	4290	2980	1310	260	160	0	100	740	0	0	0	0	670	0	0	0	0	0	0	0	0	0	1380	1280	850	430	100	20	10	10	3310	1100	2210	180	370	2030	1650	10	10	0	62710	21860	40860	10	135710	28420	101070	6220	28920	620	190	150	30	0	430	0	20430	300	20130	7700	4150	3530	20	0	160	0	0	4120	81120	30720	66600	77000	8260	4530	7380	3870	6670	8690	27180	35880	10410	8640	7690	960	1760	1630	130	38760	6970	220	2120	4630	31780	1060	28700	2020	10
ES30	flg																							-1	-1			-1					-1	-1																																	-1		-1										-1																															
ES41	ha	2254970	5362470	3282460	1991840	523840	56010	75200	1084570	140080	105420	0	6710	148950	86280	62670	58570	20130	33160	5280	253520	80	430	70	6930	240960	210	740	1570	0	0	750	3060	890	890	11920	11540	4990	6550	380	140	120	10	161240	60490	100750	6960	42580	93790	51210	1480	1480	0	654810	134010	520800	300	2017030	1013840	948580	54610	62680	7060	3450	3170	280	50	3560	0	4820	20	4800	50280	36480	13710	90	0	310	200	10	25760	1238080	370690	857280	1212310	128870	50500	80050	30370	80910	111100	375490	486580	355040	340860	317170	23690	14180	13430	750	1016890	759040	24640	187690	546720	255500	71260	137820	46420	2350
ES41	flg																																																																																																													
ES42	ha	1184600	4091440	2628530	1373420	190470	48190	21780	898650	167760	29510	230	16830	84620	35660	48960	3960	2540	230	1190	209590	40	0	0	2020	198970	130	470	4700	0	0	310	5470	1990	970	38310	38110	19540	18570	200	80	80	0	52370	15040	37340	4240	4640	33100	28460	0	0	0	865970	228980	636980	150	681710	214440	413660	53610	781060	64130	5400	4680	720	90	58650	20	301140	2070	299070	415360	213150	201530	680	0	300	110	0	9050	547310	144370	242630	538260	37290	37490	41960	8690	18940	25750	72510	98260	295640	258020	229210	28810	37620	35170	2440	637290	336160	11690	83140	241330	299640	74180	191920	33550	1480
ES42	flg																							-1																			-1								-1	-1																												-1																														
ES43	ha	1170790	2585900	670180	378810	74590	27240	6000	79980	110570	41620	28490	10320	16820	12640	4180	1850	820	0	1010	31830	11010	0	0	760	17110	720	0	90	0	0	20	120	190	1830	25260	25160	16460	8700	110	120	100	10	34530	13070	21460	1100	2070	20360	18290	100	100	0	180860	64230	116630	130	1602040	330250	1203380	68410	313550	40550	27500	24350	3150	540	12520	290	204730	49480	155250	67510	23720	43500	240	50	390	0	70	15950	868180	180660	486360	852230	53770	18660	31220	24160	52860	9600	296100	305700	365870	339560	302480	37080	26300	24050	2250	302610	262180	9320	84870	167990	40330	33150	4610	2560	100
ES43	flg																		-1					-1				-1																																																			-1																															
ES51	ha	2738270	1147530	510900	370800	70230	20310	1210	193250	22090	32720	22300	8680	1900	730	1170	2850	950	50	1850	9650	0	0	0	4580	4620	80	20	170	0	0	0	200	110	60	6500	6270	2290	3980	230	950	770	180	88540	48620	39920	8140	7230	31780	24550	400	400	0	29310	13700	15610	250	355110	144180	204700	6220	281280	100380	46870	46180	700	150	53350	10440	101240	2820	98410	61390	55320	5880	160	30	2040	5620	170	15480	406310	189300	323650	390830	122010	17060	27920	5240	17060	78620	55730	134350	67180	60010	48250	11760	7170	6430	750	2331960	1698120	44280	307630	1346220	627140	169250	116790	341100	6700
ES51	flg																															-1																																																																														
ES52	ha	558960	657470	110960	48600	3810	2370	360	18740	7020	920	14850	540	1180	120	1060	1510	1250	70	180	2280	0	0	0	0	1490	0	0	260	0	0	0	260	460	50	13940	12860	3230	9640	1070	1340	1100	240	4540	1970	2570	160	950	2410	1460	170	170	0	37410	27380	10020	150	116890	24790	90020	2070	429470	104190	24000	17330	6660	100	80090	169770	78790	1570	77230	62660	41310	11990	9360	0	2380	11190	480	5490	81440	20010	35730	75950	5590	2320	6770	2980	2340	6110	9610	15730	40220	33900	29460	4430	6320	5770	550	477520	278220	7450	50220	220540	196940	81090	77490	38360	2360
ES52	flg																					-1		-1	-1			-1																																																	-1																																	
ES53	ha	83150	182320	125800	56420	3250	2800	330	25560	22080	420	30	1960	3050	1610	1430	1720	1340	0	370	170	0	0	0	0	20	0	0	0	0	0	0	0	130	0	2280	2150	1020	1130	140	100	80	20	41940	20470	21470	360	580	21110	20530	0	0	0	20120	13370	6750	60	19430	940	16570	1930	37030	22140	1190	700	490	20	20930	1770	5960	1830	4130	1390	770	490	130	0	20	5690	0	4210	58730	9290	24630	54520	3940	910	2240	460	1730	13070	2280	15340	29890	28620	24030	4590	1260	990	270	24420	14450	830	7850	5770	9950	1820	4610	3520	30
ES53	flg																		-1										-1				-1		-1																-1	-1																									-1			-1																														
ES61	ha	1568950	4402760	1564090	754100	119780	324110	7160	132610	87270	23500	35630	24030	35330	20290	15040	22930	10100	11590	1240	363920	630	0	55700	1640	292950	190	300	4240	0	0	1300	5830	5500	1480	66100	35290	21050	14240	30810	2060	810	1250	56640	26980	29670	1790	3340	27880	24540	390	390	0	262610	142880	119730	300	1219190	294930	868610	55650	1619180	159060	29160	15120	14040	1550	128350	70460	1358760	112310	1246440	26300	16460	6240	1880	1720	1260	2600	740	85270	787360	170130	402440	702090	38140	19920	37690	28380	46000	60040	172280	232320	299650	211890	191720	20180	87760	81150	6610	781590	524370	14580	143490	366310	256810	119830	61250	75740	410
ES61	flg																																																																																																													
ES62	ha	557050	394540	181640	60200	4220	2150	60	35400	17080	140	480	670	980	260	720	2140	1790	0	350	1310	0	0	270	0	100	0	0	0	0	0	0	0	920	10	44770	40140	9480	30660	4630	570	160	410	3750	1570	2190	120	520	2070	1550	0	0	0	67880	40360	27530	50	18210	5190	11470	1540	194640	106070	28730	28390	340	230	77110	33720	19760	1400	18370	33050	23950	4140	4960	0	430	1500	110	2190	102690	29560	37160	100490	7400	10160	9680	1590	740	5990	1610	7600	63340	48260	38550	9720	15070	13270	1800	454360	412430	11430	93630	307370	41510	25390	12200	3920	420
ES62	flg																		-1																																-1	-1																																																										
ES63	ha	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ES63	flg	-1		-1	-1	-1					-1			-1	-1	-1	-1	-1	-1		-1					-1			-1				-1			-1	-1	-1	-1		-1	-1																-1	-1	-1		-1	-1	-1	-1	-1	-1		-1	-1	-1	-1	-1			-1						-1			-1									-1	-1	-1	-1	-1		-1	-1					-1	-1	-1	-1	-1
ES64	ha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ES64	flg	-1	-1	-1	-1		-1																																																		-1	-1	-1			-1	-1	-1	-1					-1		-1										-1	-1	-1	-1	-1			-1		-1	-1	-1	-1	-1	-1	-1				-1					-1		-1	-1	
FI19	ha	431470	793380	786900	376220	52570	0	9090	173650	139720	0	0	1190	8900	3440	5460	20280	14390	5890	0	73020	0	0	0	55590	10	0	1130	0	0	90	0	1220	9610	6580	3350	3210	810	2400	150	60	10	50	196330	193820	2510	0	0	2510	2510	2560	2560	0	106180	0	106180	0	5550	1790	3760	0	930	790	50	50	0	740	0	0	0	0	0	0	0	0	0	0	140	0	0	8050	218020	103430	206210	209970	38320	24100	28970	3930	8110	86280	16510	102790	3750	3430	1700	1730	330	260	70	213460	168180	5380	38140	124660	45280	24740	20520	20	0
FI19	flg																						-1							-1																																																																																
FI1B	ha	30770	184760	181350	88750	45010	0	3720	22600	17070	0	0	340	3830	3160	670	960	380	570	0	25450	0	0	0	22740	40	0	310	0	0	0	0	310	2040	320	920	910	390	520	10	40	20	20	24300	24140	170	0	0	170	170	1030	1030	0	36070	0	36070	0	3090	1580	1510	0	320	200	110	110	0	90	0	0	0	0	0	0	0	0	0	0	130	0	0	3370	21280	7760	17130	17900	2770	1380	2510	410	690	8500	880	9380	770	740	350	390	30	20	10	9500	9300	320	2530	6450	200	0	150	50	0
FI1B	flg																										-1			-1	-1																																																																															
FI1C	ha	264150	627220	617930	327860	105840	0	9610	130650	81300	0	0	450	10180	8450	1730	11520	3510	8010	0	79090	0	0	0	70090	20	0	1110	0	0	0	0	1130	5240	2610	4710	4630	1540	3090	90	60	10	50	88680	87930	750	0	0	750	750	4250	4250	0	91580	0	91580	0	8370	4250	4120	0	920	740	240	240	0	500	0	0	0	0	0	0	0	0	0	0	190	0	0	6090	96730	42100	88400	90650	15540	8300	12410	2350	3510	38950	7350	46300	2240	2180	1090	1090	60	50	10	167410	118720	4200	27000	87520	48690	7580	41010	100	0
FI1C	flg																						-1							-1	-1																																																																															
FI1D	ha	387440	665990	653650	204950	8880	0	2500	120770	72150	0	0	640	3390	610	2780	5970	5940	0	0	20970	0	0	0	9160	0	0	0	0	0	0	0	20	4280	7500	2660	2640	140	2500	20	40	10	30	340960	336330	4630	0	0	4630	4630	2690	2690	0	72040	0	72040	0	10240	2270	7970	0	2090	2030	60	60	0	1970	0	0	0	0	0	0	0	0	0	0	60	0	0	7560	351470	166440	338980	343910	63660	37340	48250	4910	12290	153750	18780	172530	4940	4860	2680	2180	80	60	20	35970	32190	1140	7590	23460	3770	0	3570	200	0
FI1D	flg																		-1							-1		-1		-1	-1																																																																															
FI20	ha	7220	19620	13620	3890	1450	0	270	620	1510	0	0	40	120	10	100	1040	930	110	0	540	0	0	0	500	0	0	0	0	0	0	0	0	20	0	360	350	0	350	0	0	0	0	6600	6530	70	0	0	70	70	0	0	0	1080	0	1080	0	5700	50	5640	0	310	310	300	300	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	200	6920	2740	5370	6720	950	610	760	160	260	1860	770	2630	1360	1350	650	700	0	0	0	290	0	0	0	0	250	0	250	0	0
FI20	flg																									-1		-1					-1		-1			-1		-1	-1		-1								-1	-1																										-1																				-1	-1	-1		-1		-1	-1				-1	
FR10	ha	47470	568840	551060	347210	230670	6950	630	66440	2300	38440	0	1790	42220	42120	90	42930	3320	39560	50	79460	0	0	0	70920	4630	0	800	220	1560	380	0	2970	660	270	3650	3570	2680	900	80	560	420	140	7480	3630	3850	1620	2030	2230	210	350	350	0	27200	27200	0	100	15810	13070	2740	0	1860	1030	920	920	0	50	50	0	0			30	20	0	0	0	540	270		6460	29150	9860	21260	22690	2850	390	3110	500	3010	6390	5000	11400	1430	1200	1050	150	240	220	20	18320	2040	0	0	1840	16240	4190	11010	1040	40
FR10	flg																										-1					-1																																		-1			-1	-1					-1	-1																											-1	-1						
FR21	ha	530140	1536950	1236500	718730	406610	660	260	253310	4050	48420	0	5430	46000	44410	1590	99270	15690	83390	190	217180	170	0	0	186780	16980	60	400	700	330	2950	0	4400	8240	560	3930	3850	3350	510	80	90	50	50	115630	19290	96340	37010	59030	59330	300	3540	3540	0	32130	32130	0	360	268110	266620	1480	0	31980	380	350	350	0	20	10	0	0			30840	30830	0	0	0	260	490		5780	444980	239740	426070	439200	64340	34870	53160	30910	56460	103820	82510	186330	13130	13000	11200	1810	130	120	10	85150	42440	1560	8150	32730	42500	20900	11890	9700	210
FR21	flg																															-1																																						-1					-1	-1																																		
FR22	ha	513710	1328370	1179650	682190	520750	420	750	106480	3750	48090	0	1950	75490	75370	120	177570	42270	134200	1100	130680	160	0	0	113330	1680	0	2280	800	8820	40	0	11950	160	3390	15800	15780	15350	420	30	70	50	20	66420	11740	54690	46910	6760	7780	1010	1720	1720	0	29710	29710	0	100	143180	133420	9770	0	5440	2140	1690	1690	0	450	0	0	0			2580	2570	10	0	0	320	390		7520	404680	200910	387500	397170	55890	25820	51600	19250	48350	130680	55920	186590	9660	9490	7980	1520	170	150	20	109030	35670	1300	5870	28500	73220	17640	45060	10520	140
FR22	flg																										-1					-1																																		-1		-1								-1																																		
FR23	ha	548840	774550	600620	327380	259070	510	90	54610	1410	10180	0	1510	27790	27720	80	34570	12870	19470	2230	112200	0	0	0	82110	200	0	310	120	29050	100	0	29580	210	100	1530	1480	790	700	40	90	50	40	86130	26950	59180	53950	4630	5230	600	330	330	0	10600	10600	0	100	170260	166360	3900	0	3580	2790	2740	2740	0	40	10	0	0			0	0	0	0	0	490	300		11720	476300	255350	455080	464580	64450	35720	55540	37230	62410	137290	62440	199730	9500	9220	7330	1890	280	230	50	72540	32730	1310	6660	24760	39650	7130	18700	13830	160
FR23	flg																										-1																																							-1							-1		-1																																			
FR24	ha	710020	2311400	2051650	1211650	667310	129380	7670	231890	10160	115550	0	49690	53260	49330	3920	39520	10950	28370	200	401630	180	0	0	307690	85000	420	4600	570	350	60	140	5720	2160	460	12050	11730	10080	1650	320	560	400	170	213350	165960	47400	32980	13140	14420	1280	9580	9580	0	110050	110050	0	1710	230410	211620	18780	0	27640	4170	3540	3530	0	470	170	0	0			21730	20400	1320	10	0	920	820		12600	483180	213240	436190	470580	73940	9080	55950	12110	62160	64490	158450	222950	34400	19100	16650	2450	15300	14510	790	226840	76580	3030	15770	57780	149970	40190	34970	74810	300
FR24	flg																						-1																																											-1			-1																																									
FR25	ha	1490280	1210810	687460	278340	202240	1040	370	39870	5060	18300	0	11450	21080	21070	10	11600	1690	8810	1100	48680	0	0	0	41130	1780	0	90	100	5140	160	0	5510	50	200	6740	6650	4710	1950	80	250	210	40	314040	127670	186360	181990	4110	4380	260	120	120	0	6630	6630	0	360	516470	500540	15930	0	6510	5730	5660	5660	0	40	40	0	0			0	0	0	0	0	310	450		44270	1255310	627350	1199370	1211040	170050	94760	142270	62740	157540	448310	123710	572020	11670	11130	9270	1860	540	480	50	234970	135930	4600	23870	107460	98350	28850	31130	38370	690
FR25	flg																										-1					-1																																		-1							-1	-1	-1																																			
FR26	ha	1056480	1762610	1024200	586150	319540	1570	1890	178240	9750	45550	0	29610	17270	16590	680	2170	720	1360	90	217180	0	0	0	177900	26740	5490	500	5760	0	300	10	6560	400	90	2320	2260	1970	290	60	160	100	60	156900	114200	42700	29090	13100	13620	520	590	590	0	41460	41460	0	220	703260	688970	14290	0	34930	1230	700	690	0	470	70	0	0			31440	31330	110	0	0	430	1830		14130	939930	472730	897470	925790	173880	20740	122820	26200	129080	57950	366780	424740	28320	24110	20670	3440	4210	3610	610	116560	35400	1320	7540	26530	80910	36620	10030	34260	250
FR26	flg																					-1								-1																																				-1																																												
FR30	ha	727900	817990	656400	372010	285180	0	110	58230	2830	23400	0	2260	16540	16160	380	105460	47490	56550	1420	44370	110	30	0	24580	0	0	40	30	9670	0	0	9740	120	9750	22910	22790	21850	940	120	350	250	100	83620	12670	70950	67230	2380	3720	1340	140	140	0	11010	11010	0	260	160100	155400	4700	0	1230	560	550	550	0	10	0	0	0			0	0	0	0	0	510	150		8720	515840	254930	501560	507130	72010	32040	68950	20320	61620	189720	56910	246630	5570	5320	4360	960	260	230	20	212050	115630	3860	20680	91090	95620	41190	41490	12950	790
FR30	flg																									-1					-1																																			-1		-1					-1	-1		-1																																		
FR41	ha	773740	1138400	702130	420470	253190	80	700	136240	2610	14190	0	13460	5390	5310	80	450	380	0	40	146400	0	0	0	142790	2930	0	240	20	0	340	0	640	10	0	310	270	160	110	40	130	80	50	121490	45830	75660	69620	5570	6030	460	0	0	0	7490	7490	0	380	433060	423360	9700	0	2830	2290	2230	2230	0	40	20	0	0			230	200	30	0	0	130	170		13130	715390	368100	675690	702260	105820	63590	86150	27210	85330	192290	115290	307590	26570	26000	20520	5470	580	530	50	58350	24080	870	4750	18470	34030	2910	14510	16610	240
FR41	flg																		-1											-1					-1																-1	-1														-1																																												
FR42	ha	185870	336770	240080	190180	47360	0	130	4870	540	134450	0	2830	280	280	10	7250	1220	6000	30	7040	1200	570	0	3100	320	1640	0	40	0	120	0	160	40	0	2190	2150	1710	450	30	160	100	50	24940	11140	13800	12350	1320	1450	130	0	0	0	8040	8040	0	620	78320	67200	11120	0	17740	1250	1150	1150	0	80	20	0	0			15980	15930	40	10	0	340	170		6790	130580	60590	119500	123790	17650	8880	16400	2160	15500	44580	14330	58910	4290	3830	3450	370	460	420	40	55290	24290	830	4460	19000	30690	8490	18910	3290	310
FR42	flg						-1																					-1				-1			-1																-1	-1														-1																																												
FR43	ha	511110	667190	284360	143790	70260	0	1620	30770	2010	29220	0	9900	1000	970	30	240	100	0	140	39360	0	0	0	28170	6080	4350	220	0	0	390	0	620	70	70	820	810	760	50	10	70	50	20	95300	71470	23830	19410	4350	4420	80	150	150	0	3640	3640	0	180	379580	351880	27690	0	3070	360	330	330	0	20	10	0	0			2240	2180	60	0	0	230	240		11150	472040	219900	453890	460880	60920	16950	66620	9290	66110	196960	37040	234000	6990	6440	5670	770	550	510	40	39070	27850	850	3670	23340	11030	2430	5550	3050	190
FR43	flg																		-1			-1							-1	-1		-1																																		-1				-1						-1																																		
FR51	ha	3412160	2103390	1638180	644500	367590	35070	1620	51180	4640	118090	0	66310	24920	23220	1710	2680	1120	590	970	103980	350	0	0	52580	45440	130	2760	140	40	920	30	3890	1240	360	10170	9320	4720	4600	850	1070	800	270	823140	533430	289700	277220	10410	12490	2080	5670	5670	0	22040	22040	0	360	416790	376590	40200	0	48060	9600	8560	8530	30	800	240	0	0			35620	33900	1690	30	0	2400	450		32000	1905830	964620	1842960	1873830	307760	118650	247000	51120	240080	515940	362400	878340	30870	14450	12630	1820	16420	15800	620	1506330	379660	13460	69950	296250	1120640	224740	153030	742870	6040
FR51	flg																						-1																																																																																							
FR52	ha	4663190	1639840	1494940	570480	292050	0	470	75910	9840	133150	0	59070	13380	13380	0	11690	9480	0	2220	37200	0	0	0	34580	260	0	1230	50	0	140	0	1440	340	570	47750	47020	45410	1610	720	800	580	220	795880	487490	308390	301890	5840	6510	660	850	850	0	16900	16900	0	420	139980	115480	24500	0	4500	2810	2750	2730	20	50	10	0	0			0	0	0	0	0	390	1290		19640	1555630	688360	1525420	1535990	234920	64960	209950	27330	151200	733490	103570	837060	10580	7490	6600	890	3090	2970	120	3107560	1798520	66860	303740	1427930	1306410	332370	478060	495980	2630
FR52	flg																					-1								-1		-1																																																																														
FR53	ha	991400	1721280	1442470	731820	386480	57240	560	88100	4260	166430	0	28750	26390	25880	510	880	540	0	330	289700	1360	0	0	102660	180680	420	3180	150	0	290	0	3650	920	20	6140	6050	5340	700	100	170	110	70	318440	236110	82330	57550	22210	24780	2570	2730	2730	0	66200	66200	0	1150	191600	167720	23880	0	86070	2800	1690	1610	70	90	1020	0	0			82050	3790	78260	10	0	620	590		11560	668630	273960	548300	657080	91420	20840	71460	12370	77880	96070	178280	274340	108770	64010	52770	11240	44760	40890	3870	322770	93530	3320	15980	74240	227340	39380	34230	153730	1900
FR53	flg																		-1				-1									-1																																					-1	-1																																								
FR61	ha	1139300	1477320	892550	476180	94380	1900	310	16290	1880	336830	0	24590	4600	4240	350	2240	2020	150	80	82710	1520	0	0	11920	57300	10770	280	40	0	160	0	480	480	230	29890	28790	27960	830	1110	1630	1510	130	230670	166430	64240	46250	15390	17980	2600	2320	2320	0	62300	62300	0	1030	409430	251960	157480	0	174310	28500	19180	16970	2210	80	9240	0	0			143350	140910	2270	180	0	1240	1210		21780	640250	238160	537520	618470	90460	5400	53590	13470	75250	97590	201770	299360	80950	75590	72530	3060	5360	4640	710	499050	97450	2990	16250	78220	401300	61090	33590	306630	300
FR61	flg																													-1		-1																																					-1	-1																																								
